dataset,seed,proposal,batchExecution,elapsedSeconds,sampling,origin,feasible,FWHM,Inter sample RT tolerance,MS1 noise level,MZ tolerance option,Min consecutive,Min height,Chrom. Threshold,Top-to-edge ratio,MZ tolerance / m/z,MZ tolerance / ppm,Yasin isotope score,Rows (incl. isotopes),Single file rows / %,Rows without isotopes / %,Runtime / s,Total features,Median row height,Cache hit,Row height q10
thermo-20y-qc,7,83,61,95.4409813,GAUSSIAN,Evolution,true,0.03267787029113412,0.17199100747961088,3.0,2.0,3.0,505402.1665697193,0.97,1.5,0.003,7.0,3898.166566886184,6993,16.9,16.1,1.977,30066,1318680.5,false,595041.3125
thermo-20y-qc,7,84,62,96.6442913,GAUSSIAN,Evolution,true,0.055609135067451174,0.046562697744305,9.809242129494809,4.0,3.0,472689.6663401982,0.783840984320497,2.108754444348662,0.008,15.0,1467.947830889737,5095,22.1,17.0,1.169,19916,1685755.625,false,608445.84375
thermo-20y-qc,7,85,63,98.3265075,GAUSSIAN,Evolution,true,0.03735787127941445,0.17199100747961088,3.0,2.0,3.0,659749.5149123737,0.9668103257501289,1.5,0.003,7.0,3898.860515105327,5811,16.4,13.8,1.648,25587,1636796.875,false,761963.5625
thermo-20y-qc,7,86,64,99.8637731,GAUSSIAN,Evolution,true,0.0820572241404075,0.17199100747961088,3.0,2.0,3.0,849046.8500488099,0.97,1.5,0.003,7.0,3638.5951270345377,4468,15.4,11.7,1.512,20152,2059895.5625,false,980436.625
thermo-20y-qc,7,87,65,101.0207147,GAUSSIAN,Evolution,true,0.019968282109655885,0.043410226884080125,5.705980313607933,2.0,6.0,552079.9023808083,0.964852085570598,1.7580223189337423,0.003,7.0,2077.4535846102226,4186,15.5,14.6,1.135,17882,1843899.375,false,692415.34375
thermo-20y-qc,7,88,66,102.2909734,GAUSSIAN,Evolution,true,0.018930527016781433,0.07173547991184472,4.562048804068166,2.0,4.0,814001.6086903372,0.8600913394062111,1.5,0.003,7.0,3097.5787384029495,5662,17.3,16.2,1.237,24683,1881752.375,false,938935.46875
thermo-20y-qc,7,89,66,102.2911363,GAUSSIAN,Evolution,true,0.027276702385250318,0.07173547991184472,4.562048804068166,2.0,3.0,959179.911614356,0.8584965022812755,1.5,0.003,7.0,2989.0681386299884,5009,16.9,14.3,0.0,22102,2189622.0,true,1083259.875
thermo-20y-qc,7,90,67,104.3945709,GAUSSIAN,Evolution,true,0.023425347855079135,0.021908862392396217,5.359758295864549,1.0,4.0,293520.0542080772,0.8021460555803552,1.5,0.001,5.0,2263.0987110147485,12176,29.6,22.9,2.03,41971,799171.46875,false,355561.515625
thermo-20y-qc,7,91,68,105.5605582,GAUSSIAN,Evolution,true,0.019968282109655885,0.043410226884080125,5.705980313607933,2.0,6.0,552079.9023808083,0.9616624113207269,1.8491445982581793,0.003,7.0,1951.2226275292105,4155,16.2,14.4,1.142,17545,1849463.0,false,694296.4375
thermo-20y-qc,7,92,68,105.5606666,GAUSSIAN,Evolution,true,0.03267787029113412,0.17199100747961088,3.6450430484795993,2.0,3.0,656448.0382762541,0.97,1.5,0.003,7.0,3078.968120205112,5759,16.6,16.0,0.0,25157,1667499.0,true,766648.34375
thermo-20y-qc,7,93,69,107.3245664,GAUSSIAN,Evolution,true,0.03735787127941445,0.17199100747961088,3.0,2.0,3.0,659749.5149123737,0.9684051628750645,1.5,0.003,7.0,3738.244997636679,5774,16.4,13.8,1.728,25388,1641045.875,false,762649.53125
thermo-20y-qc,7,94,69,107.324675,GAUSSIAN,Evolution,true,0.03735787127941445,0.17199100747961088,3.0,2.0,3.0,849046.8500488099,0.97,1.5,0.003,7.0,3553.6365299802947,4756,15.7,11.4,0.0,21314,2081649.6875,true,982178.28125
thermo-20y-qc,7,95,70,108.7839789,GAUSSIAN,Evolution,true,0.03267787029113412,0.17199100747961088,3.0,2.0,3.0,944962.4637216474,0.97,1.5,0.003,7.0,3319.6569899930646,4452,15.0,10.3,1.432,20186,2311181.0,false,1075560.625
thermo-20y-qc,7,96,71,110.266212,GAUSSIAN,Evolution,true,0.03267787029113412,0.17199100747961088,3.967564572719399,1.0,3.0,656448.0382762541,0.97,1.5,0.001,5.0,2319.9283778234085,5703,17.2,16.6,1.447,24350,1693075.125,false,769084.0
thermo-20y-qc,7,97,71,110.2663339,GAUSSIAN,Evolution,true,0.03267787029113412,0.17199100747961088,3.0,2.0,3.0,505402.1665697193,0.97,1.5,0.003,7.0,3898.166566886184,6993,16.9,16.1,0.0,30066,1318680.5,true,595041.3125
thermo-20y-qc,7,98,72,111.4064959,GAUSSIAN,Evolution,true,0.056426274521181465,0.03395177327770523,7.343026363404064,3.0,3.0,774656.5693982973,0.97,1.6921737656817217,0.005,15.0,1794.9729700566495,4389,16.8,17.2,1.114,18535,2066751.875,false,926897.375
thermo-20y-qc,7,99,72,111.4066033,GAUSSIAN,Evolution,true,0.027276702385250318,0.07173547991184472,4.562048804068166,2.0,3.0,959179.911614356,0.8584965022812755,1.5,0.003,7.0,2989.0681386299884,5009,16.9,14.3,0.0,22102,2189622.0,true,1083259.875
thermo-20y-qc,7,100,73,112.9683509,GAUSSIAN,Evolution,true,0.03267787029113412,0.17199100747961088,3.967564572719399,1.0,3.0,656448.0382762541,0.9669765747702294,1.5,0.001,5.0,2402.493668325444,5761,16.9,16.7,1.527,24717,1683346.0,false,767458.3125
thermo-20y-qc,7,101,74,114.9621918,GAUSSIAN,Evolution,true,0.03501787078527428,0.17199100747961088,3.0,2.0,3.0,505402.1665697193,0.97,1.5,0.003,7.0,3946.579381581595,6937,17.0,16.1,1.95,29818,1313154.25,false,594802.3125
thermo-20y-qc,7,102,74,114.9623153,GAUSSIAN,Evolution,true,0.03267787029113412,0.17199100747961088,3.6450430484795993,2.0,3.0,656448.0382762541,0.97,1.5,0.003,7.0,3078.968120205112,5759,16.6,16.0,0.0,25157,1667499.0,true,766648.34375
thermo-20y-qc,7,103,74,114.9623335,GAUSSIAN,Evolution,true,0.03267787029113412,0.17199100747961088,3.967564572719399,1.0,3.0,656448.0382762541,0.97,1.5,0.001,5.0,2319.9283778234085,5703,17.2,16.6,0.0,24350,1693075.125,true,769084.0
thermo-20y-qc,7,104,74,114.9623494,GAUSSIAN,Evolution,true,0.03501787078527428,0.17199100747961088,3.0,2.0,3.0,505402.1665697193,0.97,1.5,0.003,7.0,3946.579381581595,6937,17.0,16.1,0.0,29818,1313154.25,true,594802.3125
thermo-20y-qc,7,105,74,114.9623641,GAUSSIAN,Evolution,true,0.03501787078527428,0.17199100747961088,3.0,2.0,3.0,505402.1665697193,0.97,1.5,0.003,7.0,3946.579381581595,6937,17.0,16.1,0.0,29818,1313154.25,true,594802.3125
thermo-20y-qc,7,106,75,116.8056948,GAUSSIAN,Evolution,true,0.03267787029113412,0.17199100747961088,3.0,1.0,3.0,656448.0382762541,0.9696501650131009,1.5,0.001,5.0,2989.8418485648035,5813,16.5,13.7,1.806,25014,1655603.0,false,762345.78125
thermo-20y-qc,7,107,75,116.8058161,GAUSSIAN,Evolution,true,0.027276702385250318,0.07173547991184472,4.562048804068166,2.0,3.0,959179.911614356,0.8584965022812755,1.5,0.003,7.0,2989.0681386299884,5009,16.9,14.3,0.0,22102,2189622.0,true,1083259.875
thermo-20y-qc,7,108,75,116.8058408,GAUSSIAN,Evolution,true,0.03267787029113412,0.17199100747961088,3.6450430484795993,2.0,3.0,656448.0382762541,0.97,1.5,0.003,7.0,3078.968120205112,5759,16.6,16.0,0.0,25157,1667499.0,true,766648.34375
thermo-20y-qc,7,109,76,118.8910627,GAUSSIAN,Evolution,true,0.03501787078527428,0.16946327594824803,3.0,2.0,3.0,505402.1665697193,0.9659604597173528,1.5,0.003,7.0,4227.8780407842105,7048,16.6,16.2,2.041,30502,1308144.25,false,594574.875
thermo-20y-qc,7,110,76,118.8911784,GAUSSIAN,Evolution,true,0.027276702385250318,0.07173547991184472,4.562048804068166,2.0,3.0,959179.911614356,0.8584965022812755,1.5,0.003,7.0,2989.0681386299884,5009,16.9,14.3,0.0,22102,2189622.0,true,1083259.875
thermo-20y-qc,7,111,77,120.8424225,GAUSSIAN,Evolution,true,0.039643091434857294,0.16946327594824803,3.3847469799214247,2.0,3.0,505402.1665697193,0.9659604597173528,1.5,0.003,7.0,3866.9784827123194,6895,16.8,17.8,1.909,29790,1320388.25,false,596840.03125
thermo-20y-qc,7,112,78,122.6207281,GAUSSIAN,Evolution,true,0.03735787127941445,0.17325487324529232,3.0,2.0,3.0,659749.5149123737,0.97,1.5,0.003,7.0,3689.633665726431,5743,16.7,13.8,1.746,25171,1643007.875,false,762665.96875
thermo-20y-qc,7,113,79,124.0285826,GAUSSIAN,Evolution,true,0.0279091397336577,0.17199100747961088,5.007002710493715,1.0,3.0,656448.0382762541,0.97,1.5,0.001,5.0,2015.4365819442153,5706,17.5,18.6,1.372,24236,1707086.6875,false,769710.03125
thermo-20y-qc,7,114,79,124.0286949,GAUSSIAN,Evolution,true,0.019968282109655885,0.043410226884080125,5.705980313607933,2.0,6.0,552079.9023808083,0.964852085570598,1.7580223189337423,0.003,7.0,2077.4535846102226,4186,15.5,14.6,0.0,17882,1843899.375,true,692415.34375
thermo-20y-qc,7,115,80,125.2323523,GAUSSIAN,Evolution,true,0.03267787029113412,0.17199100747961088,4.280327523479402,2.0,3.0,944962.4637216474,0.97,1.5,0.003,7.0,2543.4770924887607,4393,15.0,13.5,1.18,19797,2363140.0,false,1079068.0
thermo-20y-qc,7,116,80,125.2324657,GAUSSIAN,Evolution,true,0.03735787127941445,0.17199100747961088,3.0,2.0,3.0,849046.8500488099,0.97,1.5,0.003,7.0,3553.6365299802947,4756,15.7,11.4,0.0,21314,2081649.6875,true,982178.28125
thermo-20y-qc,7,117,80,125.232482,GAUSSIAN,Evolution,true,0.03267787029113412,0.17199100747961088,3.0,2.0,3.0,944962.4637216474,0.97,1.5,0.003,7.0,3319.6569899930646,4452,15.0,10.3,0.0,20186,2311181.0,true,1075560.625
thermo-20y-qc,101,1,1,2.0830323,GAUSSIAN,Estimate,true,0.030181679874658585,0.04613828659057617,5.0,2.0,5.0,434925.40625,0.85,1.7,0.003,7.0,3014.3277211944846,7160,21.1,18.2,1.988,28866,1274859.4375,false,527478.6875
thermo-20y-qc,101,2,1,2.086213,GAUSSIAN,Estimate,true,0.030181679874658585,0.04613828659057617,5.0,2.0,5.0,434925.40625,0.85,1.7,0.003,7.0,3014.3277211944846,7160,21.1,18.2,0.0,28866,1274859.4375,true,527478.6875
thermo-20y-qc,101,3,2,3.9492381,GAUSSIAN,Perturbed,true,0.026356430839230068,0.030540600238715163,3.649752967589518,1.0,3.0,816764.7505418054,0.9395178965166443,1.5,0.001,5.0,3059.5195103289975,5518,18.0,14.3,1.825,23526,1884095.6875,false,941121.84375
thermo-20y-qc,101,4,3,5.8066122,GAUSSIAN,Perturbed,true,0.025362825915357635,0.08326145775989366,3.7096169192935267,2.0,3.0,494791.4671837,0.9229134373266578,1.8145673536150637,0.003,7.0,3271.3372484423116,6700,18.1,17.0,1.819,27926,1384070.6875,false,594138.4375
thermo-20y-qc,101,5,4,7.1756726,GAUSSIAN,Perturbed,true,0.02266842312200073,0.06477634864400886,7.495561833996785,2.0,4.0,579546.9129077108,0.7502627248591325,1.757845889188228,0.003,7.0,2352.2234593068843,6296,19.9,18.0,1.332,25508,1567178.75,false,687523.78125
thermo-20y-qc,101,6,5,8.2417311,GAUSSIAN,Perturbed,true,0.05366197332171022,0.019361356879245735,3.0,1.0,8.0,721254.9336467048,0.9045705636312612,2.0240274995642795,0.001,5.0,1137.9036354823072,2584,18.8,8.2,1.052,10315,2456699.375,false,881628.6875
thermo-20y-qc,101,7,6,10.3213558,GAUSSIAN,Perturbed,true,0.0579344061088135,0.05217404776661788,3.846399842284195,2.0,3.0,287412.43564986665,0.618343044897924,1.916747436638505,0.003,7.0,2828.3364946421975,8912,25.9,18.0,2.022,32476,905835.28125,false,359683.109375
thermo-20y-qc,101,8,7,11.8504529,GAUSSIAN,Perturbed,true,0.019003640844924372,0.07951063104656217,3.962244528887976,2.0,6.0,416231.3450925527,0.9133875039983841,1.5,0.003,7.0,3032.0369754399535,6096,17.8,15.8,1.492,25855,1304961.875,false,509646.40625
thermo-20y-qc,101,9,8,14.5848091,GAUSSIAN,Perturbed,true,0.02120094721553995,0.09010158231402014,3.0,1.0,3.0,197610.18109225208,0.8670561583633063,1.820068953650003,0.001,5.0,2829.8265606086807,11471,25.7,18.9,2.655,40481,681299.625,false,250281.0
thermo-20y-qc,101,10,9,15.850563,GAUSSIAN,Perturbed,true,0.02065537950133807,0.04915283338865106,5.621199931487666,1.0,4.0,518743.2624036779,0.8906500809363906,2.0342884909748555,0.001,5.0,1942.501309923243,5504,20.2,15.2,1.236,21757,1628650.1875,false,642663.1875
thermo-20y-qc,101,11,10,17.9171647,GAUSSIAN,Perturbed,true,0.025362722785308524,0.04686916112727526,3.0,1.0,4.0,409818.24630879774,0.8439254253696605,1.6857476791825063,0.001,5.0,3302.4786572607163,8843,23.2,16.6,2.003,33454,1037698.25,false,476127.78125
thermo-20y-qc,101,12,11,19.2012278,GAUSSIAN,Perturbed,true,0.025802772850033663,0.04785342180256405,5.871158165065756,2.0,6.0,244467.9202195078,0.97,1.8309535065498768,0.003,7.0,2307.10032603633,5321,19.2,16.7,1.262,21470,1230888.125,false,351616.5625
thermo-20y-qc,101,13,12,21.5645395,GAUSSIAN,Perturbed,true,0.01767882472668466,0.057308344752125026,3.0,1.0,4.0,228461.37667190688,0.7910898530391762,2.0111555432170674,0.001,5.0,2697.9819131137137,9965,26.9,17.2,2.302,34666,773449.5,false,287608.484375
thermo-20y-qc,101,14,13,22.7100256,GAUSSIAN,Perturbed,true,0.02506441074508983,0.03948099533781673,3.0,1.0,9.0,407628.3172718066,0.8735846837430028,2.211508509700139,0.001,5.0,987.0058076225046,2944,22.5,10.4,1.132,11020,1619068.0625,false,537159.1875
thermo-20y-qc,101,15,14,24.1784153,GAUSSIAN,Perturbed,true,0.06085307406113626,0.02009829203406954,3.831143501548997,3.0,5.0,574460.6271587226,0.80658842419779,1.5,0.005,15.0,2980.464847848898,6595,21.1,15.4,1.427,26684,1420539.0,false,667247.0
thermo-20y-qc,101,16,15,25.5614517,GAUSSIAN,Perturbed,true,0.019605945936957848,0.10441958415467943,3.0,2.0,4.0,787290.9484030381,0.9561792417905041,1.8271289442886736,0.003,7.0,3154.9133947022356,4878,15.5,11.6,1.356,21292,2015874.8125,false,928948.9375
thermo-20y-qc,101,17,16,26.2987833,GAUSSIAN,Perturbed,true,0.0393832388182589,0.04448703283937518,6.355068504642998,2.0,11.0,564482.9936597907,0.8013325876927657,1.5,0.003,7.0,619.6058316609609,2273,25.6,12.8,0.726,8471,1678410.875,false,683126.3125
thermo-20y-qc,101,18,17,27.6142159,GAUSSIAN,Perturbed,true,0.03936890910027089,0.030563474166034287,5.748420228913891,3.0,3.0,573576.653025769,0.8122532656244532,1.8406932644672604,0.005,15.0,2279.671347861178,6303,21.5,16.5,1.28,24780,1515942.875,false,678205.875
thermo-20y-qc,101,19,18,28.3246354,GAUSSIAN,Perturbed,true,0.046276556487791866,0.03257419819002186,9.312348356681063,2.0,8.0,588693.059965813,0.8103117248875105,2.0150436290340776,0.003,7.0,928.4628733997155,2662,22.0,12.3,0.697,10545,2252045.875,false,747132.28125
thermo-20y-qc,101,20,19,29.9302105,GAUSSIAN,Perturbed,true,0.01729187648743391,0.055279465849624135,8.006047520078374,2.0,3.0,184487.92718057169,0.97,2.0251111208423347,0.003,7.0,2247.028839133609,6370,21.1,18.7,1.572,24654,1183166.0625,false,280579.328125
thermo-20y-qc,101,21,20,31.1647889,GAUSSIAN,Perturbed,true,0.02199297932498446,0.0696557490574453,3.2221191800666467,1.0,7.0,551273.6893125888,0.97,1.5,0.001,5.0,1683.8910124991733,3666,17.8,11.6,1.218,15121,1963756.625,false,696479.65625
thermo-20y-qc,101,22,20,31.1649454,GAUSSIAN,Evolution,true,0.03936890910027089,0.030563474166034287,5.748420228913891,3.0,3.0,573576.653025769,0.8122532656244532,1.8406932644672604,0.005,15.0,2279.671347861178,6303,21.5,16.5,0.0,24780,1515942.875,true,678205.875
thermo-20y-qc,101,23,21,33.0699494,GAUSSIAN,Evolution,true,0.06085307406113626,0.02009829203406954,3.0,3.0,4.0,574460.6271587226,0.80658842419779,1.5,0.005,15.0,3980.6950161252785,7424,21.0,14.6,1.849,30077,1284884.1875,false,657317.28125
thermo-20y-qc,101,24,22,34.2827169,GAUSSIAN,Evolution,true,0.019524631813637876,0.06477634864400886,7.495561833996785,2.0,4.0,579546.9129077108,0.7502627248591325,1.886768833782342,0.003,7.0,2196.6505612287956,5865,20.4,16.9,1.182,23698,1633204.375,false,694175.28125
thermo-20y-qc,101,25,22,34.2828413,GAUSSIAN,Evolution,true,0.046276556487791866,0.03257419819002186,9.312348356681063,2.0,8.0,588693.059965813,0.8103117248875105,2.0150436290340776,0.003,7.0,928.4628733997155,2662,22.0,12.3,0.0,10545,2252045.875,true,747132.28125
thermo-20y-qc,101,26,22,34.2828575,GAUSSIAN,Evolution,true,0.06085307406113626,0.02009829203406954,3.0,3.0,4.0,574460.6271587226,0.80658842419779,1.5,0.005,15.0,3980.6950161252785,7424,21.0,14.6,0.0,30077,1284884.1875,true,657317.28125
thermo-20y-qc,101,27,23,35.5919472,GAUSSIAN,Evolution,true,0.04939272862272473,0.04785342180256405,5.681541403973351,3.0,6.0,244467.9202195078,0.97,1.8309535065498768,0.005,15.0,2088.924740064134,5108,19.3,17.2,1.283,20582,1247526.625,false,355764.875
thermo-20y-qc,101,28,24,36.8692275,GAUSSIAN,Evolution,true,0.02065537950133807,0.04915283338865106,5.621199931487666,1.0,4.0,518743.2624036779,0.8906500809363906,1.9538273834464301,0.001,5.0,1996.865727824277,5712,20.7,15.9,1.246,22581,1581519.0625,false,639900.0625
thermo-20y-qc,101,29,24,36.8693286,GAUSSIAN,Evolution,true,0.05366197332171022,0.019361356879245735,3.0,1.0,8.0,721254.9336467048,0.9045705636312612,2.0240274995642795,0.001,5.0,1137.9036354823072,2584,18.8,8.2,0.0,10315,2456699.375,true,881628.6875
thermo-20y-qc,101,30,24,36.8693615,GAUSSIAN,Evolution,true,0.01729187648743391,0.055279465849624135,8.006047520078374,2.0,3.0,184487.92718057169,0.97,2.0251111208423347,0.003,7.0,2247.028839133609,6370,21.1,18.7,0.0,24654,1183166.0625,true,280579.328125
thermo-20y-qc,101,31,24,36.8693732,GAUSSIAN,Evolution,true,0.06085307406113626,0.02009829203406954,3.0,3.0,4.0,574460.6271587226,0.80658842419779,1.5,0.005,15.0,3980.6950161252785,7424,21.0,14.6,0.0,30077,1284884.1875,true,657317.28125
thermo-20y-qc,101,32,25,37.591278,GAUSSIAN,Evolution,true,0.0393832388182589,0.04448703283937518,6.355068504642998,2.0,11.0,579001.5584692275,0.8013325876927657,1.5,0.003,7.0,618.0505402160865,2212,24.7,12.8,0.711,8330,1703255.75,false,704079.09375
thermo-20y-qc,101,33,26,39.5123744,GAUSSIAN,Evolution,true,0.06085307406113626,0.018232203378772557,3.0,3.0,4.0,574460.6271587226,0.80658842419779,1.5,0.005,15.0,3980.827370660992,7429,21.1,14.6,1.864,30076,1284649.75,false,656966.65625
thermo-20y-qc,101,34,27,40.9872844,GAUSSIAN,Evolution,true,0.019003640844924372,0.06311401226561461,3.962244528887976,3.0,6.0,416231.3450925527,0.9133875039983841,1.5,0.005,15.0,3020.514347942379,6202,18.2,16.2,1.438,26171,1290228.4375,false,507947.984375
thermo-20y-qc,101,35,28,42.4245308,GAUSSIAN,Evolution,true,0.019003640844924372,0.06311401226561461,3.962244528887976,3.0,6.0,416231.3450925527,0.9133875039983841,1.5862347615879904,0.005,15.0,3021.9108172127912,5983,17.8,16.1,1.403,25330,1309213.625,false,509703.640625
thermo-20y-qc,101,36,29,43.7728835,GAUSSIAN,Evolution,true,0.019003640844924372,0.06311401226561461,3.962244528887976,3.0,7.0,416231.3450925527,0.9157636981338788,1.5053445721769165,0.005,15.0,2460.114468864469,5234,19.3,15.0,1.317,21840,1404319.5,false,516914.5625
thermo-20y-qc,101,37,29,43.7729783,GAUSSIAN,Evolution,true,0.01767882472668466,0.057308344752125026,3.0,1.0,4.0,228461.37667190688,0.7910898530391762,2.0111555432170674,0.001,5.0,2697.9819131137137,9965,26.9,17.2,0.0,34666,773449.5,true,287608.484375
thermo-20y-qc,101,38,30,45.0897903,GAUSSIAN,Evolution,true,0.02506441074508983,0.027718041714246106,3.0,1.0,8.0,407628.3172718066,0.8735846837430028,2.2288137652793774,0.001,5.0,1266.2562192874693,3456,22.3,10.4,1.298,13024,1560900.6875,false,536867.15625
thermo-20y-qc,101,39,31,46.5298111,GAUSSIAN,Evolution,true,0.019605945936957848,0.10320425499237107,3.0,2.0,4.0,787290.9484030381,0.9561792417905041,1.8271289442886736,0.003,7.0,3162.6167574675933,4879,15.5,11.6,1.412,21292,2013433.75,false,928948.9375
thermo-20y-qc,101,40,31,46.529903,GAUSSIAN,Evolution,true,0.025362722785308524,0.04686916112727526,3.0,1.0,4.0,409818.24630879774,0.8439254253696605,1.6857476791825063,0.001,5.0,3302.4786572607163,8843,23.2,16.6,0.0,33454,1037698.25,true,476127.78125
thermo-20y-qc,101,41,31,46.5299245,GAUSSIAN,Evolution,true,0.02199297932498446,0.0696557490574453,3.2221191800666467,1.0,7.0,551273.6893125888,0.97,1.5,0.001,5.0,1683.8910124991733,3666,17.8,11.6,0.0,15121,1963756.625,true,696479.65625
thermo-20y-qc,101,42,32,47.8755654,GAUSSIAN,Evolution,true,0.03936890910027089,0.029630429838385798,5.748420228913891,3.0,3.0,573576.653025769,0.8122532656244532,1.8175849262430541,0.005,15.0,2296.1653436515217,6367,21.2,16.7,1.311,25069,1506942.25,false,676988.125
thermo-20y-qc,101,43,32,47.8756595,GAUSSIAN,Evolution,true,0.06085307406113626,0.02009829203406954,3.0,3.0,4.0,574460.6271587226,0.80658842419779,1.5,0.005,15.0,3980.6950161252785,7424,21.0,14.6,0.0,30077,1284884.1875,true,657317.28125
thermo-20y-qc,101,44,33,49.1282812,GAUSSIAN,Evolution,true,0.02065537950133807,0.04222106866213189,5.621199931487666,1.0,4.0,518743.2624036779,0.9120459498324507,2.1978529631191925,0.001,5.0,1751.7993086419754,5146,20.0,14.3,1.225,20250,1719917.5625,false,652040.84375
thermo-20y-qc,101,45,34,50.5971644,GAUSSIAN,Evolution,true,0.019605945936957848,0.10441958415467943,3.0,2.0,3.0,787290.9484030381,0.9561792417905041,1.8271289442886736,0.003,7.0,3153.877382792375,4896,15.6,11.6,1.441,21351,2002373.0,false,926920.8125
thermo-20y-qc,101,46,35,52.1201451,GAUSSIAN,Evolution,true,0.01729187648743391,0.0387218706172726,8.006047520078374,2.0,3.0,184487.92718057169,0.97,2.0251111208423347,0.003,7.0,2254.849722233486,6412,21.5,18.9,1.493,24661,1177429.625,false,279303.65625
thermo-20y-qc,101,47,36,53.2223388,GAUSSIAN,Evolution,true,0.029297857562551127,0.0345535543432583,3.0,1.0,9.0,475149.4893818246,0.8735846837430028,2.211508509700139,0.001,5.0,960.3100655611261,2759,22.0,9.8,1.088,10372,1792118.875,false,608076.03125
thermo-20y-qc,101,48,36,53.2224326,GAUSSIAN,Evolution,true,0.019003640844924372,0.06311401226561461,3.962244528887976,3.0,6.0,416231.3450925527,0.9133875039983841,1.5,0.005,15.0,3020.514347942379,6202,18.2,16.2,0.0,26171,1290228.4375,true,507947.984375
thermo-20y-qc,101,49,36,53.2224493,GAUSSIAN,Evolution,true,0.02199297932498446,0.0696557490574453,3.2221191800666467,1.0,7.0,551273.6893125888,0.97,1.5,0.001,5.0,1683.8910124991733,3666,17.8,11.6,0.0,15121,1963756.625,true,696479.65625
thermo-20y-qc,101,50,37,54.8356539,GAUSSIAN,Evolution,true,0.06085307406113626,0.018232203378772557,3.0,3.0,4.0,691497.2122270816,0.80658842419779,1.5,0.005,15.0,3799.5290896646134,6370,20.8,13.5,1.566,26298,1542337.75,false,781414.53125
thermo-20y-qc,101,51,38,57.246512,GAUSSIAN,Evolution,true,0.01767882472668466,0.057345743482562855,3.0,1.0,4.0,228461.37667190688,0.7910898530391762,2.0111555432170674,0.001,5.0,2697.9819131137137,9964,26.9,17.2,2.349,34666,773539.0625,false,287653.0
thermo-20y-qc,101,52,38,57.2466252,GAUSSIAN,Evolution,true,0.025802772850033663,0.04785342180256405,5.871158165065756,2.0,6.0,244467.9202195078,0.97,1.8309535065498768,0.003,7.0,2307.10032603633,5321,19.2,16.7,0.0,21470,1230888.125,true,351616.5625
thermo-20y-qc,101,53,39,58.5031874,GAUSSIAN,Evolution,true,0.02065537950133807,0.043154112989780384,5.621199931487666,1.0,4.0,518743.2624036779,0.9120459498324507,2.1978529631191925,0.001,5.0,1748.2716049382716,5144,19.9,14.3,1.23,20250,1719917.5625,false,652040.84375
thermo-20y-qc,101,54,40,60.1867757,GAUSSIAN,Evolution,true,0.06085307406113626,0.02009829203406954,3.0,3.0,4.0,723785.1180712719,0.8096686671258756,1.5,0.005,15.0,3711.972440944882,6090,20.1,13.0,1.636,25400,1621542.25,false,823997.21875
thermo-20y-qc,101,55,41,61.4749675,GAUSSIAN,Evolution,true,0.019003640844924372,0.06311401226561461,3.962244528887976,3.0,7.0,416231.3450925527,0.9133875039983841,1.5,0.005,15.0,2480.859272428884,5268,19.6,14.9,1.258,21936,1400104.75,false,515650.9375
thermo-20y-qc,101,56,42,62.646213,GAUSSIAN,Evolution,true,0.02065537950133807,0.04222106866213189,5.078876598001714,1.0,4.0,518743.2624036779,0.9120459498324507,2.1978529631191925,0.001,5.0,1764.7975997245585,5170,19.9,14.5,1.15,20331,1711972.8125,false,650743.0625
thermo-20y-qc,101,57,43,64.1692286,GAUSSIAN,Evolution,true,0.06085307406113626,1.430511474609375E-6,3.831143501548997,3.0,6.0,574460.6271587226,0.7248826362966849,1.5,0.005,15.0,601.3026087749704,7660,32.1,12.9,1.476,21926,1617589.125,false,685017.1875
thermo-20y-qc,101,58,44,66.223422,GAUSSIAN,Evolution,true,0.025362722785308524,0.04780220545492375,3.0,1.0,4.0,409818.24630879774,0.8439254253696605,1.6857476791825063,0.001,5.0,3301.7516066357794,8833,23.2,16.6,1.991,33455,1038999.1875,false,476244.09375
thermo-20y-qc,101,59,45,67.7337799,GAUSSIAN,Evolution,true,0.06085307406113626,0.014991955941619103,3.0,3.0,4.0,813689.4204498914,0.80658842419779,1.5,0.005,15.0,3573.6484016305512,5555,19.7,12.0,1.47,23305,1798528.0,false,922904.65625
thermo-20y-qc,101,60,46,68.764783,GAUSSIAN,Evolution,true,0.05366197332171022,0.020294401206894228,3.0,1.0,8.0,721254.9336467048,0.9045705636312612,2.0240274995642795,0.001,5.0,1137.9036354823072,2584,18.8,8.2,1.016,10315,2456699.375,false,881628.6875
thermo-20y-qc,101,61,47,70.2959692,GAUSSIAN,Evolution,true,0.019003640844924372,0.07951063104656217,3.962244528887976,2.0,6.0,355059.96888717846,0.9133875039983841,1.5,0.003,7.0,3049.9189189189187,6639,18.0,16.7,1.494,27824,1156890.25,false,436144.328125
thermo-20y-qc,101,62,47,70.2961126,GAUSSIAN,Evolution,true,0.025802772850033663,0.04785342180256405,5.871158165065756,2.0,6.0,244467.9202195078,0.97,1.8309535065498768,0.003,7.0,2307.10032603633,5321,19.2,16.7,0.0,21470,1230888.125,true,351616.5625
thermo-20y-qc,101,63,47,70.2961258,GAUSSIAN,Evolution,true,0.01767882472668466,0.057308344752125026,3.0,1.0,4.0,228461.37667190688,0.7910898530391762,2.0111555432170674,0.001,5.0,2697.9819131137137,9965,26.9,17.2,0.0,34666,773449.5,true,287608.484375
