dataset,seed,proposal,batchExecution,elapsedSeconds,sampling,origin,feasible,FWHM,Inter sample RT tolerance,MS1 noise level,MZ tolerance option,Min consecutive,Min height,Chrom. Threshold,Top-to-edge ratio,MZ tolerance / m/z,MZ tolerance / ppm,Yasin isotope score,Origin,Rows (incl. isotopes),Single file rows / %,Rows without isotopes / %,Runtime / s,Total features,Median row height,Cache hit,Row height q10
zenotof-feces-pos,42,59,58,335.0632534,GAUSSIAN,Pattern search,true,0.1497493311464314,0.14455442635406007,7.0,5.0,10.0,85.53618090643074,0.944,1.7,0.01,20.0,35198.73140614875,Pattern search,6039,19.4,0.9,5.369,27778,201.5687713623047,false,99.10373306274414
zenotof-feces-pos,42,60,59,341.2802391,GAUSSIAN,Pattern search,true,0.1497493311464314,0.14455442635406007,7.0,5.0,8.0,85.53618090643074,0.944,1.7,0.01,20.0,40298.122331250175,Pattern search,7614,19.0,1.2,6.13,35363,189.31818389892578,false,97.09090805053711
zenotof-feces-pos,42,61,60,346.4518604,GAUSSIAN,Pattern search,true,0.1497493311464314,0.14455442635406007,7.0,5.0,8.0,130.1390172833393,0.944,1.7,0.01,20.0,37010.677653162435,Pattern search,5261,15.1,0.8,5.111,26214,283.9783630371094,false,146.757568359375
zenotof-feces-pos,42,62,61,353.9513237,GAUSSIAN,Pattern search,true,0.1497493311464314,0.14455442635406007,7.0,5.0,8.0,56.22017437036782,0.944,1.7,0.01,20.0,38103.36897640971,Pattern search,10373,23.2,1.5,7.381,44637,132.49783325195312,false,65.80952453613281
zenotof-feces-pos,42,63,62,359.6053113,GAUSSIAN,Pattern search,true,0.1497493311464314,0.14455442635406007,7.0,5.0,8.0,85.53618090643074,0.97,1.7,0.01,20.0,32010.035443037974,Pattern search,6001,18.8,1.0,5.587,28045,220.43722534179688,false,100.28138732910156
zenotof-feces-pos,42,64,63,366.7150099,GAUSSIAN,Pattern search,true,0.1497493311464314,0.14455442635406007,7.0,5.0,8.0,85.53618090643074,0.897,1.7,0.01,20.0,34314.02678664039,Pattern search,8432,20.3,1.2,7.011,38564,174.27056121826172,false,95.36796569824219
zenotof-feces-pos,42,65,64,373.2806793,GAUSSIAN,Pattern search,true,0.1497493311464314,0.14455442635406007,7.0,5.0,8.0,85.53618090643074,0.944,1.85,0.01,20.0,38589.88979674915,Pattern search,7438,19.3,1.2,6.479,34391,193.23593139648438,false,97.24891662597656
zenotof-feces-pos,42,66,65,379.6310372,GAUSSIAN,Pattern search,true,0.1497493311464314,0.14455442635406007,7.0,5.0,8.0,85.53618090643074,0.944,1.55,0.01,20.0,40840.16337562052,Pattern search,7808,19.2,1.2,6.26,36260,186.1017303466797,false,96.7662353515625
zenotof-feces-pos,42,67,66,385.9939738,GAUSSIAN,Pattern search,true,0.1997233367283255,0.14455442635406007,7.0,5.0,8.0,85.53618090643074,0.944,1.55,0.01,20.0,41329.83678634,Pattern search,7723,19.1,1.1,6.276,35959,186.16017150878906,false,96.79220581054688
zenotof-feces-pos,42,68,67,392.5784655,GAUSSIAN,Pattern search,true,0.1122796291417216,0.14455442635406007,7.0,5.0,8.0,85.53618090643074,0.944,1.55,0.01,20.0,40990.58151788152,Pattern search,7902,19.4,1.2,6.494,36630,185.5887451171875,false,96.83333587646484
zenotof-feces-pos,42,69,68,399.0139757,GAUSSIAN,Pattern search,true,0.1997233367283255,0.21006989479064941,7.0,5.0,8.0,85.53618090643074,0.944,1.55,0.01,20.0,41270.49031142833,Pattern search,7684,19.0,1.2,6.349,35867,187.2597427368164,false,96.79220581054688
zenotof-feces-pos,42,70,69,405.2701304,GAUSSIAN,Pattern search,true,0.1997233367283255,0.05537887734712293,7.0,5.0,8.0,85.53618090643074,0.944,1.55,0.01,20.0,40949.1999888756,Pattern search,7791,19.7,1.1,6.168,35957,184.4112548828125,false,96.60606384277344
zenotof-feces-pos,42,71,70,409.2751668,GAUSSIAN,Pattern search,true,0.1997233367283255,0.14455442635406007,10.87720313821399,5.0,8.0,85.53618090643074,0.944,1.55,0.01,20.0,18165.72341295334,Pattern search,7365,18.6,1.6,3.936,34246,193.59739685058594,false,97.8701286315918
zenotof-feces-pos,42,72,71,415.4138847,GAUSSIAN,Pattern search,true,0.1997233367283255,0.14455442635406007,7.0,6.0,8.0,85.53618090643074,0.944,1.55,0.015,25.0,37331.83165328322,Pattern search,7660,20.2,1.3,6.054,35118,189.2532501220703,false,96.98051834106445
zenotof-feces-pos,42,73,72,422.0043172,GAUSSIAN,Pattern search,true,0.1997233367283255,0.14455442635406007,7.0,4.0,8.0,85.53618090643074,0.944,1.55,0.008,15.0,37723.0529388975,Pattern search,7760,19.0,1.1,6.502,36136,184.00215911865234,false,96.62770462036133
zenotof-feces-pos,42,74,73,427.1300838,GAUSSIAN,Pattern search,true,0.1997233367283255,0.14455442635406007,7.0,5.0,8.0,130.1390172833393,0.944,1.55,0.01,20.0,37573.557843248775,Pattern search,5283,15.1,0.8,5.068,26373,282.06060791015625,false,146.5757598876953
zenotof-feces-pos,42,75,74,434.7070742,GAUSSIAN,Pattern search,true,0.1997233367283255,0.14455442635406007,7.0,5.0,8.0,56.22017437036782,0.944,1.55,0.01,20.0,38743.633388458526,Pattern search,10665,23.1,1.5,7.457,45956,129.5454559326172,false,65.16233825683594
zenotof-feces-pos,42,76,75,440.4783354,GAUSSIAN,Pattern search,true,0.1997233367283255,0.14455442635406007,7.0,5.0,8.0,85.53618090643074,0.97,1.55,0.01,20.0,34337.71769653159,Pattern search,6150,18.8,1.1,5.704,28774,214.54113006591797,false,99.27705764770508
zenotof-feces-pos,42,77,76,447.5238194,GAUSSIAN,Pattern search,true,0.1997233367283255,0.14455442635406007,7.0,5.0,8.0,85.53618090643074,0.897,1.55,0.01,20.0,34054.516646434386,Pattern search,8469,20.2,1.2,6.943,38717,172.97402954101562,false,95.02380752563477
zenotof-feces-pos,42,78,77,453.8577658,GAUSSIAN,Pattern search,true,0.1997233367283255,0.14455442635406007,7.0,5.0,8.0,85.53618090643074,0.944,1.7,0.01,20.0,40677.04176168757,Pattern search,7540,18.9,1.2,6.249,35080,189.2207794189453,false,97.15367889404297
zenotof-feces-pos,42,79,78,460.442206,GAUSSIAN,Pattern search,true,0.1997233367283255,0.14455442635406007,7.0,5.0,8.0,85.53618090643074,0.944,1.5,0.01,20.0,40861.084562167525,Pattern search,7801,19.2,1.2,6.486,36281,184.91342163085938,false,96.65367889404297
zenotof-feces-pos,42,80,79,467.0157652,GAUSSIAN,Pattern search,true,0.2663745535857552,0.14455442635406007,7.0,5.0,8.0,85.53618090643074,0.944,1.55,0.01,20.0,40863.83063357467,Pattern search,7610,19.1,1.2,6.485,35497,186.7770538330078,false,96.7662353515625
zenotof-feces-pos,42,81,80,473.1022902,GAUSSIAN,Pattern search,true,0.1997233367283255,0.14455442635406007,7.0,5.0,9.0,85.53618090643074,0.944,1.55,0.01,20.0,38644.78176659265,Pattern search,7056,19.2,1.2,6.009,32424,193.70130157470703,false,97.48484802246094
