dataset,seed,proposal,batchExecution,elapsedSeconds,sampling,origin,feasible,FWHM,Inter sample RT tolerance,MS1 noise level,MZ tolerance option,Min consecutive,Min height,Chrom. Threshold,Top-to-edge ratio,MZ tolerance / m/z,MZ tolerance / ppm,Yasin isotope score,Rows (incl. isotopes),Single file rows / %,Rows without isotopes / %,Runtime / s,Total features,Median row height,Cache hit,Row height q10,TPE numerical fallback
zenotof-feces-pos,42,24,23,119.627105,SOBOL,Surrogate,true,0.042170923726998114,0.024663786306725808,8.129640348329426,3.0,3.0,361.9078278196185,0.8209518941651753,2.158028139583358,0.005,15.0,11582.677155931011,2770,16.4,0.4,2.306,14205,735.3571472167969,false,406.29998779296875,false
zenotof-feces-pos,42,25,24,123.0450435,SOBOL,Surrogate,true,0.04709017932996202,0.0227111795421147,8.324016530700431,3.0,3.0,214.8343664722295,0.8087565172660709,1.8292460623901918,0.005,15.0,15988.394841694872,5041,21.7,0.8,3.341,23341,421.8285827636719,false,238.3142852783203,false
zenotof-feces-pos,42,26,25,126.2774038,SOBOL,Surrogate,true,0.04019372985487568,0.03673920082891449,8.665127929193293,3.0,3.0,218.43353494165754,0.7496104705787354,1.7649601165758688,0.005,15.0,15223.411641880088,5059,21.3,0.8,3.149,23467,427.20001220703125,false,243.6857147216797,false
zenotof-feces-pos,42,27,26,128.9553892,SOBOL,Surrogate,true,0.05043645631101515,0.03332037314834876,7.854285366161599,4.0,3.0,417.78538628068617,0.8289979465419056,1.724330911656133,0.008,15.0,12882.365668202765,2557,16.3,0.6,2.613,13020,828.028564453125,false,465.6285705566406,false
zenotof-feces-pos,42,28,27,133.032052,SOBOL,Surrogate,true,0.05571263956800079,0.021836519693475935,7.925737130859573,3.0,3.0,196.99201161983856,0.8434030389005744,1.9213639071212394,0.005,15.0,22737.41050012238,5220,20.7,0.8,3.993,24514,392.8428649902344,false,218.67142486572266,false
zenotof-feces-pos,42,29,28,136.8212344,SOBOL,Surrogate,true,0.06545570093644694,0.021953010973000467,7.169159554659833,3.0,3.0,206.63899515003507,0.8809427879019112,1.9295903307561626,0.005,15.0,23236.78178335075,4697,17.5,0.7,3.707,22968,424.4571533203125,false,229.0,false
zenotof-feces-pos,42,30,29,140.2308612,SOBOL,Surrogate,true,0.07222940623563523,0.018860689751772134,8.036233979146138,3.0,3.0,191.15654538825163,0.8722092143226643,1.9609667379736673,0.005,15.0,17974.043620323475,5128,19.3,0.9,3.319,24484,387.8571472167969,false,213.21428680419922,false
zenotof-feces-pos,42,31,30,143.7401566,SOBOL,Surrogate,true,0.07645512593489366,0.02763269313303224,8.702334972901943,3.0,3.0,178.2526845823088,0.9104581537932628,1.9911043921699387,0.005,15.0,19388.382149591453,5215,17.0,0.8,3.418,25456,366.9142761230469,false,198.4285659790039,false
zenotof-feces-pos,42,32,31,147.5385506,SOBOL,Surrogate,true,0.07842267552058801,0.02431630649939233,8.541519753808233,3.0,3.0,152.58991066497273,0.9178158932153243,2.017985620376753,0.005,15.0,19717.94237536146,6168,20.5,0.9,3.7,28703,309.90000915527344,false,168.77143096923828,false
zenotof-feces-pos,42,33,32,151.493309,SOBOL,Surrogate,true,0.0862698926406219,0.02142895736029877,8.290530952805991,3.0,3.0,151.22161785237068,0.9112494572344736,1.990295262319223,0.005,15.0,18164.274809160306,6260,21.0,0.9,3.852,28820,305.3999938964844,false,167.08570861816406,false
zenotof-feces-pos,42,34,33,153.9329554,SOBOL,Surrogate,true,0.0677481038557825,0.0256762175351068,8.071316604290272,4.0,3.0,306.4385620792426,0.9697704657497506,2.337521832667384,0.008,15.0,11071.71724283602,2829,16.0,0.6,2.364,14203,671.028564453125,false,345.5,false
zenotof-feces-pos,42,35,34,158.3178949,SOBOL,Surrogate,true,0.08219952496468746,0.029879396054820973,9.519976677651313,3.0,3.0,101.48104334523028,0.9517696836316583,2.055993545186262,0.005,15.0,17678.10171147779,8172,22.8,1.2,4.267,35817,219.57142639160156,false,114.25714111328125,false
zenotof-feces-pos,42,36,35,161.3764493,SOBOL,Surrogate,true,0.05454945623384421,0.014940813909576061,7.3624424712577765,3.0,3.0,314.56284736822073,0.7149224904386566,2.0641936261376177,0.005,15.0,15177.191909225456,3415,21.2,0.6,2.975,16216,625.5428466796875,false,348.471435546875,false
zenotof-feces-pos,42,37,36,163.5720604,SOBOL,Surrogate,true,0.12043178600685563,0.0232882096726294,12.486654076513126,3.0,3.0,225.94522293589853,0.9382717844192505,1.9409690769021972,0.005,15.0,9825.650285256732,4010,16.8,0.8,2.112,19982,477.9857177734375,false,255.5714340209961,false
zenotof-feces-pos,42,38,37,167.6479023,SOBOL,Surrogate,true,0.07706417824542296,0.016245750809579632,7.152718979584192,3.0,3.0,181.02934354641235,0.8703860551872096,1.9563064432917265,0.005,15.0,22114.284191133236,5517,20.9,0.8,3.968,25511,361.8285827636719,false,200.77142333984375,false
zenotof-feces-pos,42,39,38,169.9097621,SOBOL,Surrogate,true,0.06031731633326993,0.03241445890881945,8.368713860420566,4.0,7.0,352.12908988900125,0.8766009696968474,2.0540362290934553,0.008,15.0,12052.372744750073,2522,12.9,0.6,2.182,13524,736.0238037109375,false,399.7857208251953,false
zenotof-feces-pos,42,40,39,172.5055064,SOBOL,Surrogate,true,0.07081318639765938,0.029516360459709106,9.77260358976285,4.0,3.0,262.718577059193,0.9637497605611437,1.5344055602649112,0.008,15.0,14219.958107018016,3648,14.7,0.8,2.496,18595,542.8857116699219,false,294.3143005371094,false
zenotof-feces-pos,42,41,40,176.537135,SOBOL,Surrogate,true,0.08104692388946287,0.08170724835787571,7.449432856833602,3.0,3.0,186.55483441180877,0.9293605054147236,1.9710278839739688,0.005,15.0,26805.439724217653,4812,15.6,0.7,3.915,24222,398.5142822265625,false,210.79999542236328,false
zenotof-feces-pos,42,42,41,181.224832,SOBOL,Surrogate,true,0.08104692388946287,0.21006989479064941,7.449432856833602,3.0,3.0,186.55483441180877,0.9293605054147236,1.9710278839739688,0.005,15.0,26275.889624358762,4787,15.5,0.7,4.548,24172,402.4285583496094,false,211.22856903076172,false
zenotof-feces-pos,42,43,42,185.0633666,SOBOL,Surrogate,true,0.06793527188439616,0.20047409496716018,7.407917957288094,3.0,3.0,194.60405974400143,0.9622962793822553,1.8592448317744723,0.005,15.0,24009.09936357117,4439,15.1,0.7,3.727,22312,433.5428466796875,false,219.57142639160156,false
zenotof-feces-pos,42,44,43,188.3492283,SOBOL,Surrogate,true,0.0652112845982181,0.19502390961080712,8.280829787443182,3.0,3.0,198.8362001147416,0.9642741684730634,1.904552472527095,0.005,15.0,18114.74331575539,4306,15.1,0.7,3.183,21618,447.6428527832031,false,225.5857162475586,false
zenotof-feces-pos,42,45,44,192.2445839,SOBOL,Surrogate,true,0.09399394642171371,0.2031426110846482,7.0112559092956745,3.0,3.0,196.86187304648422,0.8755794541285696,1.9144724433725295,0.005,15.0,22730.656632173093,4615,15.1,0.7,3.776,23386,419.3999938964844,false,220.72856903076172,false
zenotof-feces-pos,42,46,45,196.1351794,SOBOL,Surrogate,true,0.10626098218483845,0.20882584737899762,7.115318623165935,3.0,3.0,202.00274610319954,0.8319064357935656,1.9154477992441727,0.005,15.0,22389.560622622535,4564,15.4,0.7,3.778,22871,424.528564453125,false,227.0857162475586,false
zenotof-feces-pos,42,47,46,199.3522012,SOBOL,Surrogate,true,0.10995659915479873,0.20652265413513127,8.892792031096771,3.0,3.0,202.05787471695652,0.8309480166512402,1.8631113928387404,0.005,15.0,17622.719209039547,4599,15.6,0.7,3.103,23010,423.79998779296875,false,226.5857162475586,false
zenotof-feces-pos,42,48,47,202.4803209,SOBOL,Surrogate,true,0.10574846027990516,0.17830823303175072,7.199496024818274,3.0,3.0,289.89442017678596,0.9080087931536942,2.0575339882428794,0.005,15.0,17800.782107574094,3143,14.2,0.5,3.029,16398,613.4285888671875,false,321.95713806152344,false
zenotof-feces-pos,42,49,48,207.9824025,SOBOL,Surrogate,true,0.08573137092830517,0.15968234217507365,7.361695493737602,3.0,3.0,109.45363343793863,0.8953852004231393,1.9236439492038162,0.005,15.0,26585.774666148063,8373,19.8,1.1,5.359,38565,220.2857208251953,false,121.81428909301758,false
zenotof-feces-pos,42,50,49,217.3983666,SOBOL,Surrogate,true,0.08988034125811367,0.13129237653560705,7.599041183068253,3.0,3.0,51.59277108323223,0.8743941485134951,1.9034544356858247,0.005,15.0,17417.197885686095,18462,29.0,2.6,9.171,70945,102.70000076293945,false,57.82857131958008,false
zenotof-feces-pos,42,51,50,221.5346712,SOBOL,Surrogate,true,0.07545311788792168,0.19604065270429066,7.096909132273377,3.0,7.0,166.26686206519682,0.8794883623797024,1.9107129942091665,0.005,15.0,26140.504681425056,4929,14.8,0.8,4.017,25206,352.76190185546875,false,185.28571319580078,false
zenotof-feces-pos,42,52,51,225.7814932,SOBOL,Surrogate,true,0.06562784656193674,0.20640832273588275,8.270116302729425,3.0,7.0,126.35859439199616,0.8701218399950104,1.8477172196752736,0.005,15.0,21259.85027852986,6562,16.2,0.9,4.107,32133,263.40476989746094,false,141.5238037109375,false
zenotof-feces-pos,42,53,52,230.9251953,SOBOL,Surrogate,true,0.08214172906013742,0.16323006892961384,7.454881107422752,3.0,3.0,124.44606780152507,0.9054192504546668,2.0299317316338996,0.005,15.0,27933.322665651627,7223,18.1,0.9,5.002,34153,259.9142761230469,false,138.85714721679688,false
