dataset,distribution,value
thermo-20y-qc,rtDeviations,0.0014121532440185547
thermo-20y-qc,rtDeviations,0.0014162063598632812
thermo-20y-qc,rtDeviations,0.0014221668243408203
thermo-20y-qc,rtDeviations,0.0014221668243408203
thermo-20y-qc,rtDeviations,0.001425027847290039
thermo-20y-qc,rtDeviations,0.0014296174049377441
thermo-20y-qc,rtDeviations,0.0014296174049377441
thermo-20y-qc,rtDeviations,0.0014319419860839844
thermo-20y-qc,rtDeviations,0.0014319419860839844
thermo-20y-qc,rtDeviations,0.0014376640319824219
thermo-20y-qc,rtDeviations,0.0014390945434570312
thermo-20y-qc,rtDeviations,0.001445770263671875
thermo-20y-qc,rtDeviations,0.001445770263671875
thermo-20y-qc,rtDeviations,0.0014514923095703125
thermo-20y-qc,rtDeviations,0.0014524459838867188
thermo-20y-qc,rtDeviations,0.0014524459838867188
thermo-20y-qc,rtDeviations,0.0014524459838867188
thermo-20y-qc,rtDeviations,0.0014524459838867188
thermo-20y-qc,rtDeviations,0.0014524459838867188
thermo-20y-qc,rtDeviations,0.0014619827270507812
thermo-20y-qc,rtDeviations,0.0014698505401611328
thermo-20y-qc,rtDeviations,0.0014698505401611328
thermo-20y-qc,rtDeviations,0.0014742612838745117
thermo-20y-qc,rtDeviations,0.0014742612838745117
thermo-20y-qc,rtDeviations,0.0014742612838745117
thermo-20y-qc,rtDeviations,0.0014767050743103027
thermo-20y-qc,rtDeviations,0.0014767050743103027
thermo-20y-qc,rtDeviations,0.0014767050743103027
thermo-20y-qc,rtDeviations,0.0014922618865966797
thermo-20y-qc,rtDeviations,0.0014967918395996094
thermo-20y-qc,rtDeviations,0.0014972686767578125
thermo-20y-qc,rtDeviations,0.0014984607696533203
thermo-20y-qc,rtDeviations,0.0014984607696533203
thermo-20y-qc,rtDeviations,0.0014984607696533203
thermo-20y-qc,rtDeviations,0.0015060901641845703
thermo-20y-qc,rtDeviations,0.0015060901641845703
thermo-20y-qc,rtDeviations,0.0015091896057128906
thermo-20y-qc,rtDeviations,0.0015091896057128906
thermo-20y-qc,rtDeviations,0.0015099048614501953
thermo-20y-qc,rtDeviations,0.0015099048614501953
thermo-20y-qc,rtDeviations,0.0015099048614501953
thermo-20y-qc,rtDeviations,0.0015120506286621094
thermo-20y-qc,rtDeviations,0.0015120506286621094
thermo-20y-qc,rtDeviations,0.0015139579772949219
thermo-20y-qc,rtDeviations,0.0015153884887695312
thermo-20y-qc,rtDeviations,0.0015189647674560547
thermo-20y-qc,rtDeviations,0.0015308856964111328
thermo-20y-qc,rtDeviations,0.0015308856964111328
thermo-20y-qc,rtDeviations,0.001535177230834961
thermo-20y-qc,rtDeviations,0.001535177230834961
thermo-20y-qc,rtDeviations,0.001535266637802124
thermo-20y-qc,rtDeviations,0.001535266637802124
thermo-20y-qc,rtDeviations,0.0015397071838378906
thermo-20y-qc,rtDeviations,0.0015399456024169922
thermo-20y-qc,rtDeviations,0.0015435218811035156
thermo-20y-qc,rtDeviations,0.001560211181640625
thermo-20y-qc,rtDeviations,0.0015639066696166992
thermo-20y-qc,rtDeviations,0.0015639066696166992
thermo-20y-qc,rtDeviations,0.0015639066696166992
thermo-20y-qc,rtDeviations,0.0015659332275390625
thermo-20y-qc,rtDeviations,0.0015671253204345703
thermo-20y-qc,rtDeviations,0.0015714168548583984
thermo-20y-qc,rtDeviations,0.0015714168548583984
thermo-20y-qc,rtDeviations,0.0015714168548583984
thermo-20y-qc,rtDeviations,0.0015778541564941406
thermo-20y-qc,rtDeviations,0.0015803873538970947
thermo-20y-qc,rtDeviations,0.0015803873538970947
thermo-20y-qc,rtDeviations,0.0015803873538970947
thermo-20y-qc,rtDeviations,0.001582503318786621
thermo-20y-qc,rtDeviations,0.001582503318786621
thermo-20y-qc,rtDeviations,0.001587510108947754
thermo-20y-qc,rtDeviations,0.001587510108947754
thermo-20y-qc,rtDeviations,0.0015883445739746094
thermo-20y-qc,rtDeviations,0.0015891790390014648
thermo-20y-qc,rtDeviations,0.0015931129455566406
thermo-20y-qc,rtDeviations,0.0016107559204101562
thermo-20y-qc,rtDeviations,0.0016109943389892578
thermo-20y-qc,rtDeviations,0.001615285873413086
thermo-20y-qc,rtDeviations,0.001615285873413086
thermo-20y-qc,rtDeviations,0.001615285873413086
thermo-20y-qc,rtDeviations,0.001617431640625
thermo-20y-qc,rtDeviations,0.001617431640625
thermo-20y-qc,rtDeviations,0.001618891954421997
thermo-20y-qc,rtDeviations,0.001650094985961914
thermo-20y-qc,rtDeviations,0.001650094985961914
thermo-20y-qc,rtDeviations,0.0016546249389648438
thermo-20y-qc,rtDeviations,0.0016546249389648438
thermo-20y-qc,rtDeviations,0.0016633272171020508
thermo-20y-qc,rtDeviations,0.0016633272171020508
thermo-20y-qc,rtDeviations,0.0016788244247436523
thermo-20y-qc,rtDeviations,0.0016813278198242188
thermo-20y-qc,rtDeviations,0.00168609619140625
thermo-20y-qc,rtDeviations,0.0016905665397644043
thermo-20y-qc,rtDeviations,0.0016905665397644043
thermo-20y-qc,rtDeviations,0.0017015933990478516
thermo-20y-qc,rtDeviations,0.0017015933990478516
thermo-20y-qc,rtDeviations,0.0017037391662597656
thermo-20y-qc,rtDeviations,0.0017055869102478027
thermo-20y-qc,rtDeviations,0.0017055869102478027
thermo-20y-qc,rtDeviations,0.0017055869102478027
thermo-20y-qc,rtDeviations,0.0017055869102478027
thermo-20y-qc,rtDeviations,0.0017061233520507812
thermo-20y-qc,rtDeviations,0.001706838607788086
thermo-20y-qc,rtDeviations,0.0017077922821044922
thermo-20y-qc,rtDeviations,0.0017114877700805664
thermo-20y-qc,rtDeviations,0.0017114877700805664
thermo-20y-qc,rtDeviations,0.0017114877700805664
thermo-20y-qc,rtDeviations,0.001713871955871582
thermo-20y-qc,rtDeviations,0.0017156600952148438
thermo-20y-qc,rtDeviations,0.0017156600952148438
thermo-20y-qc,rtDeviations,0.0017156600952148438
thermo-20y-qc,rtDeviations,0.0017161369323730469
thermo-20y-qc,rtDeviations,0.0017189979553222656
thermo-20y-qc,rtDeviations,0.0017194747924804688
thermo-20y-qc,rtDeviations,0.0017194747924804688
thermo-20y-qc,rtDeviations,0.0017337799072265625
thermo-20y-qc,rtDeviations,0.0017368793487548828
thermo-20y-qc,rtDeviations,0.0017437934875488281
thermo-20y-qc,rtDeviations,0.0017437934875488281
thermo-20y-qc,rtDeviations,0.0017540454864501953
thermo-20y-qc,rtDeviations,0.0017628669738769531
thermo-20y-qc,rtDeviations,0.0017687082290649414
thermo-20y-qc,rtDeviations,0.0017714500427246094
thermo-20y-qc,rtDeviations,0.0017726421356201172
thermo-20y-qc,rtDeviations,0.0017795562744140625
thermo-20y-qc,rtDeviations,0.0017795562744140625
thermo-20y-qc,rtDeviations,0.001780867576599121
thermo-20y-qc,rtDeviations,0.0017933845520019531
thermo-20y-qc,rtDeviations,0.0017933845520019531
thermo-20y-qc,rtDeviations,0.0017955303192138672
thermo-20y-qc,rtDeviations,0.0017955303192138672
thermo-20y-qc,rtDeviations,0.0017957687377929688
thermo-20y-qc,rtDeviations,0.0017957687377929688
thermo-20y-qc,rtDeviations,0.0017957687377929688
thermo-20y-qc,rtDeviations,0.0018010139465332031
thermo-20y-qc,rtDeviations,0.0018024444580078125
thermo-20y-qc,rtDeviations,0.0018024444580078125
thermo-20y-qc,rtDeviations,0.0018110275268554688
thermo-20y-qc,rtDeviations,0.001817464828491211
thermo-20y-qc,rtDeviations,0.001817464828491211
thermo-20y-qc,rtDeviations,0.0018181800842285156
thermo-20y-qc,rtDeviations,0.0018181800842285156
thermo-20y-qc,rtDeviations,0.0018181800842285156
thermo-20y-qc,rtDeviations,0.0018277168273925781
thermo-20y-qc,rtDeviations,0.0018398761749267578
thermo-20y-qc,rtDeviations,0.0018509626388549805
thermo-20y-qc,rtDeviations,0.0018509626388549805
thermo-20y-qc,rtDeviations,0.001857757568359375
thermo-20y-qc,rtDeviations,0.0018606185913085938
thermo-20y-qc,rtDeviations,0.0018606185913085938
thermo-20y-qc,rtDeviations,0.0018606185913085938
thermo-20y-qc,rtDeviations,0.0018742084503173828
thermo-20y-qc,rtDeviations,0.0018777847290039062
thermo-20y-qc,rtDeviations,0.0018825531005859375
thermo-20y-qc,rtDeviations,0.0018835067749023438
thermo-20y-qc,rtDeviations,0.0018982887268066406
thermo-20y-qc,rtDeviations,0.0018994808197021484
thermo-20y-qc,rtDeviations,0.0018994808197021484
thermo-20y-qc,rtDeviations,0.0018994808197021484
thermo-20y-qc,rtDeviations,0.0018998384475708008
thermo-20y-qc,rtDeviations,0.0019073486328125
thermo-20y-qc,rtDeviations,0.0019098520278930664
thermo-20y-qc,rtDeviations,0.0019098520278930664
thermo-20y-qc,rtDeviations,0.0019110441207885742
thermo-20y-qc,rtDeviations,0.001913309097290039
thermo-20y-qc,rtDeviations,0.001913309097290039
thermo-20y-qc,rtDeviations,0.001913309097290039
thermo-20y-qc,rtDeviations,0.0019162893295288086
thermo-20y-qc,rtDeviations,0.0019162893295288086
thermo-20y-qc,rtDeviations,0.0019162893295288086
thermo-20y-qc,rtDeviations,0.0019342899322509766
thermo-20y-qc,rtDeviations,0.0019342899322509766
thermo-20y-qc,rtDeviations,0.0019390583038330078
thermo-20y-qc,rtDeviations,0.001942276954650879
thermo-20y-qc,rtDeviations,0.001942276954650879
thermo-20y-qc,rtDeviations,0.0019488334655761719
thermo-20y-qc,rtDeviations,0.0019488334655761719
thermo-20y-qc,rtDeviations,0.0019488334655761719
thermo-20y-qc,rtDeviations,0.0019534826278686523
thermo-20y-qc,rtDeviations,0.0019534826278686523
thermo-20y-qc,rtDeviations,0.0019659996032714844
thermo-20y-qc,rtDeviations,0.0019659996032714844
thermo-20y-qc,rtDeviations,0.0019659996032714844
thermo-20y-qc,rtDeviations,0.001990079879760742
thermo-20y-qc,rtDeviations,0.001990079879760742
thermo-20y-qc,rtDeviations,0.0020003318786621094
thermo-20y-qc,rtDeviations,0.002012968063354492
thermo-20y-qc,rtDeviations,0.0020198822021484375
thermo-20y-qc,rtDeviations,0.0020198822021484375
thermo-20y-qc,rtDeviations,0.0020198822021484375
thermo-20y-qc,rtDeviations,0.0020198822021484375
thermo-20y-qc,rtDeviations,0.00203704833984375
thermo-20y-qc,rtDeviations,0.002049565315246582
thermo-20y-qc,rtDeviations,0.002049565315246582
thermo-20y-qc,rtDeviations,0.002049565315246582
thermo-20y-qc,rtDeviations,0.0020508766174316406
thermo-20y-qc,rtDeviations,0.0020508766174316406
thermo-20y-qc,rtDeviations,0.0020531415939331055
thermo-20y-qc,rtDeviations,0.002059340476989746
thermo-20y-qc,rtDeviations,0.002059340476989746
thermo-20y-qc,rtDeviations,0.002059340476989746
thermo-20y-qc,rtDeviations,0.0020627975463867188
thermo-20y-qc,rtDeviations,0.0020661354064941406
thermo-20y-qc,rtDeviations,0.0020661354064941406
thermo-20y-qc,rtDeviations,0.0020661354064941406
thermo-20y-qc,rtDeviations,0.0020799636840820312
thermo-20y-qc,rtDeviations,0.0020842552185058594
thermo-20y-qc,rtDeviations,0.002090930938720703
thermo-20y-qc,rtDeviations,0.0020928382873535156
thermo-20y-qc,rtDeviations,0.0020949840545654297
thermo-20y-qc,rtDeviations,0.0020949840545654297
thermo-20y-qc,rtDeviations,0.0020949840545654297
thermo-20y-qc,rtDeviations,0.002095937728881836
thermo-20y-qc,rtDeviations,0.0020995140075683594
thermo-20y-qc,rtDeviations,0.0020995140075683594
thermo-20y-qc,rtDeviations,0.002103447914123535
thermo-20y-qc,rtDeviations,0.002122163772583008
thermo-20y-qc,rtDeviations,0.002122163772583008
thermo-20y-qc,rtDeviations,0.002122163772583008
thermo-20y-qc,rtDeviations,0.0021224617958068848
thermo-20y-qc,rtDeviations,0.0021387338638305664
thermo-20y-qc,rtDeviations,0.0021387338638305664
thermo-20y-qc,rtDeviations,0.0021457672119140625
thermo-20y-qc,rtDeviations,0.0021457672119140625
thermo-20y-qc,rtDeviations,0.0021543502807617188
thermo-20y-qc,rtDeviations,0.0021588802337646484
thermo-20y-qc,rtDeviations,0.0021648406982421875
thermo-20y-qc,rtDeviations,0.0021648406982421875
thermo-20y-qc,rtDeviations,0.0021648406982421875
thermo-20y-qc,rtDeviations,0.0021752119064331055
thermo-20y-qc,rtDeviations,0.0021772384643554688
thermo-20y-qc,rtDeviations,0.002177715301513672
thermo-20y-qc,rtDeviations,0.002177715301513672
thermo-20y-qc,rtDeviations,0.002177715301513672
thermo-20y-qc,rtDeviations,0.0021820068359375
thermo-20y-qc,rtDeviations,0.00218963623046875
thermo-20y-qc,rtDeviations,0.00218963623046875
thermo-20y-qc,rtDeviations,0.002197742462158203
thermo-20y-qc,rtDeviations,0.0022020339965820312
thermo-20y-qc,rtDeviations,0.0022020339965820312
thermo-20y-qc,rtDeviations,0.0022020339965820312
thermo-20y-qc,rtDeviations,0.0022020339965820312
thermo-20y-qc,rtDeviations,0.0022063255310058594
thermo-20y-qc,rtDeviations,0.0022149085998535156
thermo-20y-qc,rtDeviations,0.0022149085998535156
thermo-20y-qc,rtDeviations,0.0022199153900146484
thermo-20y-qc,rtDeviations,0.0022199153900146484
thermo-20y-qc,rtDeviations,0.0022199153900146484
thermo-20y-qc,rtDeviations,0.002221226692199707
thermo-20y-qc,rtDeviations,0.0022268295288085938
thermo-20y-qc,rtDeviations,0.0022382736206054688
thermo-20y-qc,rtDeviations,0.0022383928298950195
thermo-20y-qc,rtDeviations,0.0022383928298950195
thermo-20y-qc,rtDeviations,0.0022383928298950195
thermo-20y-qc,rtDeviations,0.0022482872009277344
thermo-20y-qc,rtDeviations,0.002257823944091797
thermo-20y-qc,rtDeviations,0.002257823944091797
thermo-20y-qc,rtDeviations,0.002269268035888672
thermo-20y-qc,rtDeviations,0.002272367477416992
thermo-20y-qc,rtDeviations,0.002281665802001953
thermo-20y-qc,rtDeviations,0.002283930778503418
thermo-20y-qc,rtDeviations,0.0022889375686645508
thermo-20y-qc,rtDeviations,0.0022889375686645508
thermo-20y-qc,rtDeviations,0.002291560173034668
thermo-20y-qc,rtDeviations,0.0022919178009033203
thermo-20y-qc,rtDeviations,0.0022919178009033203
thermo-20y-qc,rtDeviations,0.0022925734519958496
thermo-20y-qc,rtDeviations,0.002302885055541992
thermo-20y-qc,rtDeviations,0.0023120641708374023
thermo-20y-qc,rtDeviations,0.0023120641708374023
thermo-20y-qc,rtDeviations,0.0023126602172851562
thermo-20y-qc,rtDeviations,0.0023136138916015625
thermo-20y-qc,rtDeviations,0.0023202896118164062
thermo-20y-qc,rtDeviations,0.002335071563720703
thermo-20y-qc,rtDeviations,0.0023615360260009766
thermo-20y-qc,rtDeviations,0.002363443374633789
thermo-20y-qc,rtDeviations,0.002363443374633789
thermo-20y-qc,rtDeviations,0.0023665428161621094
thermo-20y-qc,rtDeviations,0.0023665428161621094
thermo-20y-qc,rtDeviations,0.0023665428161621094
thermo-20y-qc,rtDeviations,0.0023690462112426758
thermo-20y-qc,rtDeviations,0.0023897886276245117
thermo-20y-qc,rtDeviations,0.0023897886276245117
thermo-20y-qc,rtDeviations,0.0023954808712005615
thermo-20y-qc,rtDeviations,0.0023954808712005615
thermo-20y-qc,rtDeviations,0.0023954808712005615
thermo-20y-qc,rtDeviations,0.0023954808712005615
thermo-20y-qc,rtDeviations,0.0023992061614990234
thermo-20y-qc,rtDeviations,0.0024008750915527344
thermo-20y-qc,rtDeviations,0.00240325927734375
thermo-20y-qc,rtDeviations,0.0024051666259765625
thermo-20y-qc,rtDeviations,0.0024199485778808594
thermo-20y-qc,rtDeviations,0.002426624298095703
thermo-20y-qc,rtDeviations,0.0024271011352539062
thermo-20y-qc,rtDeviations,0.002440929412841797
thermo-20y-qc,rtDeviations,0.00244295597076416
thermo-20y-qc,rtDeviations,0.00244295597076416
thermo-20y-qc,rtDeviations,0.00244295597076416
thermo-20y-qc,rtDeviations,0.00244295597076416
thermo-20y-qc,rtDeviations,0.0024455785751342773
thermo-20y-qc,rtDeviations,0.0024461746215820312
thermo-20y-qc,rtDeviations,0.002452373504638672
thermo-20y-qc,rtDeviations,0.002457737922668457
thermo-20y-qc,rtDeviations,0.002460002899169922
thermo-20y-qc,rtDeviations,0.002460002899169922
thermo-20y-qc,rtDeviations,0.0024759769439697266
thermo-20y-qc,rtDeviations,0.0024759769439697266
thermo-20y-qc,rtDeviations,0.0024898648262023926
thermo-20y-qc,rtDeviations,0.002494335174560547
thermo-20y-qc,rtDeviations,0.002504110336303711
thermo-20y-qc,rtDeviations,0.002525806427001953
thermo-20y-qc,rtDeviations,0.0025300979614257812
thermo-20y-qc,rtDeviations,0.002541065216064453
thermo-20y-qc,rtDeviations,0.002552032470703125
thermo-20y-qc,rtDeviations,0.0025633573532104492
thermo-20y-qc,rtDeviations,0.0025633573532104492
thermo-20y-qc,rtDeviations,0.0025633573532104492
thermo-20y-qc,rtDeviations,0.0025649666786193848
thermo-20y-qc,rtDeviations,0.002574920654296875
thermo-20y-qc,rtDeviations,0.002574920654296875
thermo-20y-qc,rtDeviations,0.0025823116302490234
thermo-20y-qc,rtDeviations,0.0025823116302490234
thermo-20y-qc,rtDeviations,0.0025892257690429688
thermo-20y-qc,rtDeviations,0.0025893449783325195
thermo-20y-qc,rtDeviations,0.0025893449783325195
thermo-20y-qc,rtDeviations,0.0025893449783325195
thermo-20y-qc,rtDeviations,0.0025911331176757812
thermo-20y-qc,rtDeviations,0.0025949478149414062
thermo-20y-qc,rtDeviations,0.002598285675048828
thermo-20y-qc,rtDeviations,0.0026102066040039062
thermo-20y-qc,rtDeviations,0.0026129484176635742
thermo-20y-qc,rtDeviations,0.0026129484176635742
thermo-20y-qc,rtDeviations,0.0026129484176635742
thermo-20y-qc,rtDeviations,0.002613246440887451
thermo-20y-qc,rtDeviations,0.00263214111328125
thermo-20y-qc,rtDeviations,0.0026330947875976562
thermo-20y-qc,rtDeviations,0.0026557445526123047
thermo-20y-qc,rtDeviations,0.0026602745056152344
thermo-20y-qc,rtDeviations,0.0026602745056152344
thermo-20y-qc,rtDeviations,0.002665996551513672
thermo-20y-qc,rtDeviations,0.0026701688766479492
thermo-20y-qc,rtDeviations,0.0026742219924926758
thermo-20y-qc,rtDeviations,0.0026742219924926758
thermo-20y-qc,rtDeviations,0.0026761293411254883
thermo-20y-qc,rtDeviations,0.00269317626953125
thermo-20y-qc,rtDeviations,0.002696990966796875
thermo-20y-qc,rtDeviations,0.0026983022689819336
thermo-20y-qc,rtDeviations,0.002704143524169922
thermo-20y-qc,rtDeviations,0.002704620361328125
thermo-20y-qc,rtDeviations,0.0027189254760742188
thermo-20y-qc,rtDeviations,0.0027189254760742188
thermo-20y-qc,rtDeviations,0.0027265548706054688
thermo-20y-qc,rtDeviations,0.0027265548706054688
thermo-20y-qc,rtDeviations,0.002727508544921875
thermo-20y-qc,rtDeviations,0.0027370452880859375
thermo-20y-qc,rtDeviations,0.0027370452880859375
thermo-20y-qc,rtDeviations,0.0027370452880859375
thermo-20y-qc,rtDeviations,0.0027370452880859375
thermo-20y-qc,rtDeviations,0.0027370452880859375
thermo-20y-qc,rtDeviations,0.002739429473876953
thermo-20y-qc,rtDeviations,0.002739429473876953
thermo-20y-qc,rtDeviations,0.0027544498443603516
thermo-20y-qc,rtDeviations,0.0027599334716796875
thermo-20y-qc,rtDeviations,0.0028002262115478516
thermo-20y-qc,rtDeviations,0.0028002262115478516
thermo-20y-qc,rtDeviations,0.0028009414672851562
thermo-20y-qc,rtDeviations,0.0028009414672851562
thermo-20y-qc,rtDeviations,0.0028066635131835938
thermo-20y-qc,rtDeviations,0.0028152167797088623
thermo-20y-qc,rtDeviations,0.0028152167797088623
thermo-20y-qc,rtDeviations,0.002818554639816284
thermo-20y-qc,rtDeviations,0.002818554639816284
thermo-20y-qc,rtDeviations,0.002818554639816284
thermo-20y-qc,rtDeviations,0.002849102020263672
thermo-20y-qc,rtDeviations,0.002849102020263672
thermo-20y-qc,rtDeviations,0.0028568506240844727
thermo-20y-qc,rtDeviations,0.0028568506240844727
thermo-20y-qc,rtDeviations,0.0028568506240844727
thermo-20y-qc,rtDeviations,0.002862691879272461
thermo-20y-qc,rtDeviations,0.002862691879272461
thermo-20y-qc,rtDeviations,0.0028657913208007812
thermo-20y-qc,rtDeviations,0.0028657913208007812
thermo-20y-qc,rtDeviations,0.002869129180908203
thermo-20y-qc,rtDeviations,0.002871781587600708
thermo-20y-qc,rtDeviations,0.0028748512268066406
thermo-20y-qc,rtDeviations,0.00287628173828125
thermo-20y-qc,rtDeviations,0.0028765201568603516
thermo-20y-qc,rtDeviations,0.0028829574584960938
thermo-20y-qc,rtDeviations,0.002887248992919922
thermo-20y-qc,rtDeviations,0.002887248992919922
thermo-20y-qc,rtDeviations,0.002910137176513672
thermo-20y-qc,rtDeviations,0.0029115676879882812
thermo-20y-qc,rtDeviations,0.0029172897338867188
thermo-20y-qc,rtDeviations,0.0029172897338867188
thermo-20y-qc,rtDeviations,0.002936124801635742
thermo-20y-qc,rtDeviations,0.002936124801635742
thermo-20y-qc,rtDeviations,0.00293731689453125
thermo-20y-qc,rtDeviations,0.0029432177543640137
thermo-20y-qc,rtDeviations,0.0029432177543640137
thermo-20y-qc,rtDeviations,0.0029463768005371094
thermo-20y-qc,rtDeviations,0.0029463768005371094
thermo-20y-qc,rtDeviations,0.0029543638229370117
thermo-20y-qc,rtDeviations,0.002957582473754883
thermo-20y-qc,rtDeviations,0.002957582473754883
thermo-20y-qc,rtDeviations,0.0029611587524414062
thermo-20y-qc,rtDeviations,0.0029611587524414062
thermo-20y-qc,rtDeviations,0.002962827682495117
thermo-20y-qc,rtDeviations,0.002973496913909912
thermo-20y-qc,rtDeviations,0.0029745101928710938
thermo-20y-qc,rtDeviations,0.0029969215393066406
thermo-20y-qc,rtDeviations,0.0030052661895751953
thermo-20y-qc,rtDeviations,0.0030078887939453125
thermo-20y-qc,rtDeviations,0.003013134002685547
thermo-20y-qc,rtDeviations,0.003013134002685547
thermo-20y-qc,rtDeviations,0.003019094467163086
thermo-20y-qc,rtDeviations,0.0030202865600585938
thermo-20y-qc,rtDeviations,0.003040313720703125
thermo-20y-qc,rtDeviations,0.0030431747436523438
thermo-20y-qc,rtDeviations,0.0030431747436523438
thermo-20y-qc,rtDeviations,0.0030431747436523438
thermo-20y-qc,rtDeviations,0.003046751022338867
thermo-20y-qc,rtDeviations,0.0030524730682373047
thermo-20y-qc,rtDeviations,0.003058791160583496
thermo-20y-qc,rtDeviations,0.0030596256256103516
thermo-20y-qc,rtDeviations,0.0030660629272460938
thermo-20y-qc,rtDeviations,0.0030660629272460938
thermo-20y-qc,rtDeviations,0.0030765533447265625
thermo-20y-qc,rtDeviations,0.0030765533447265625
thermo-20y-qc,rtDeviations,0.0030765533447265625
thermo-20y-qc,rtDeviations,0.0030798912048339844
thermo-20y-qc,rtDeviations,0.0031036436557769775
thermo-20y-qc,rtDeviations,0.00310516357421875
thermo-20y-qc,rtDeviations,0.0031282901763916016
thermo-20y-qc,rtDeviations,0.0031287968158721924
thermo-20y-qc,rtDeviations,0.0031287968158721924
thermo-20y-qc,rtDeviations,0.0031347274780273438
thermo-20y-qc,rtDeviations,0.0031347274780273438
thermo-20y-qc,rtDeviations,0.0031366348266601562
thermo-20y-qc,rtDeviations,0.0031366348266601562
thermo-20y-qc,rtDeviations,0.0031528472900390625
thermo-20y-qc,rtDeviations,0.003154277801513672
thermo-20y-qc,rtDeviations,0.003154277801513672
thermo-20y-qc,rtDeviations,0.0031566619873046875
thermo-20y-qc,rtDeviations,0.0031595230102539062
thermo-20y-qc,rtDeviations,0.0031595230102539062
thermo-20y-qc,rtDeviations,0.0031595230102539062
thermo-20y-qc,rtDeviations,0.003163576126098633
thermo-20y-qc,rtDeviations,0.0031659603118896484
thermo-20y-qc,rtDeviations,0.0031659603118896484
thermo-20y-qc,rtDeviations,0.003178119659423828
thermo-20y-qc,rtDeviations,0.003178119659423828
thermo-20y-qc,rtDeviations,0.003180384635925293
thermo-20y-qc,rtDeviations,0.0031843185424804688
thermo-20y-qc,rtDeviations,0.0031843185424804688
thermo-20y-qc,rtDeviations,0.0031843185424804688
thermo-20y-qc,rtDeviations,0.0031890869140625
thermo-20y-qc,rtDeviations,0.0031900405883789062
thermo-20y-qc,rtDeviations,0.0031900405883789062
thermo-20y-qc,rtDeviations,0.0031900405883789062
thermo-20y-qc,rtDeviations,0.0031914710998535156
thermo-20y-qc,rtDeviations,0.00319516658782959
thermo-20y-qc,rtDeviations,0.0031987428665161133
thermo-20y-qc,rtDeviations,0.0031987428665161133
thermo-20y-qc,rtDeviations,0.0032140016555786133
thermo-20y-qc,rtDeviations,0.003226757049560547
thermo-20y-qc,rtDeviations,0.0032302141189575195
thermo-20y-qc,rtDeviations,0.0032302141189575195
thermo-20y-qc,rtDeviations,0.0032438039779663086
thermo-20y-qc,rtDeviations,0.0032448768615722656
thermo-20y-qc,rtDeviations,0.003261566162109375
thermo-20y-qc,rtDeviations,0.0032664835453033447
thermo-20y-qc,rtDeviations,0.0032694339752197266
thermo-20y-qc,rtDeviations,0.003277301788330078
thermo-20y-qc,rtDeviations,0.0032805204391479492
thermo-20y-qc,rtDeviations,0.0032805204391479492
thermo-20y-qc,rtDeviations,0.0032805204391479492
thermo-20y-qc,rtDeviations,0.0032911300659179688
thermo-20y-qc,rtDeviations,0.0032911300659179688
thermo-20y-qc,rtDeviations,0.0032925009727478027
thermo-20y-qc,rtDeviations,0.003292679786682129
thermo-20y-qc,rtDeviations,0.00330960750579834
thermo-20y-qc,rtDeviations,0.00330960750579834
thermo-20y-qc,rtDeviations,0.003311634063720703
thermo-20y-qc,rtDeviations,0.0033206939697265625
thermo-20y-qc,rtDeviations,0.003341197967529297
thermo-20y-qc,rtDeviations,0.003349900245666504
thermo-20y-qc,rtDeviations,0.003349900245666504
thermo-20y-qc,rtDeviations,0.003359556198120117
thermo-20y-qc,rtDeviations,0.003359556198120117
thermo-20y-qc,rtDeviations,0.0033783912658691406
thermo-20y-qc,rtDeviations,0.0033783912658691406
thermo-20y-qc,rtDeviations,0.003390789031982422
thermo-20y-qc,rtDeviations,0.003390789031982422
thermo-20y-qc,rtDeviations,0.003412485122680664
thermo-20y-qc,rtDeviations,0.003445148468017578
thermo-20y-qc,rtDeviations,0.003448963165283203
thermo-20y-qc,rtDeviations,0.003448963165283203
thermo-20y-qc,rtDeviations,0.003466010093688965
thermo-20y-qc,rtDeviations,0.0034677982330322266
thermo-20y-qc,rtDeviations,0.0034677982330322266
thermo-20y-qc,rtDeviations,0.003480672836303711
thermo-20y-qc,rtDeviations,0.003480672836303711
thermo-20y-qc,rtDeviations,0.003480672836303711
thermo-20y-qc,rtDeviations,0.0034952163696289062
thermo-20y-qc,rtDeviations,0.0034990310668945312
thermo-20y-qc,rtDeviations,0.0034998655319213867
thermo-20y-qc,rtDeviations,0.0035092830657958984
thermo-20y-qc,rtDeviations,0.0035092830657958984
thermo-20y-qc,rtDeviations,0.0035161972045898438
thermo-20y-qc,rtDeviations,0.003535628318786621
thermo-20y-qc,rtDeviations,0.0035477876663208008
thermo-20y-qc,rtDeviations,0.0035477876663208008
thermo-20y-qc,rtDeviations,0.0035477876663208008
thermo-20y-qc,rtDeviations,0.0035490989685058594
thermo-20y-qc,rtDeviations,0.0035490989685058594
thermo-20y-qc,rtDeviations,0.0035490989685058594
thermo-20y-qc,rtDeviations,0.003551006317138672
thermo-20y-qc,rtDeviations,0.0035622119903564453
thermo-20y-qc,rtDeviations,0.0035622119903564453
thermo-20y-qc,rtDeviations,0.0035622119903564453
thermo-20y-qc,rtDeviations,0.003567218780517578
thermo-20y-qc,rtDeviations,0.003567218780517578
thermo-20y-qc,rtDeviations,0.0035762786865234375
thermo-20y-qc,rtDeviations,0.0035762786865234375
