dataset,distribution,value
thermo-20y-qc,edgeIntensities,239145.4375
thermo-20y-qc,edgeIntensities,239176.171875
thermo-20y-qc,edgeIntensities,240004.890625
thermo-20y-qc,edgeIntensities,241632.796875
thermo-20y-qc,edgeIntensities,242162.453125
thermo-20y-qc,edgeIntensities,242581.421875
thermo-20y-qc,edgeIntensities,243686.359375
thermo-20y-qc,edgeIntensities,244977.40625
thermo-20y-qc,edgeIntensities,247034.453125
thermo-20y-qc,edgeIntensities,247991.453125
thermo-20y-qc,edgeIntensities,251382.875
thermo-20y-qc,edgeIntensities,251523.765625
thermo-20y-qc,edgeIntensities,252667.5625
thermo-20y-qc,edgeIntensities,253210.21875
thermo-20y-qc,edgeIntensities,253930.5625
thermo-20y-qc,edgeIntensities,254044.484375
thermo-20y-qc,edgeIntensities,254511.71875
thermo-20y-qc,edgeIntensities,254713.328125
thermo-20y-qc,edgeIntensities,254732.890625
thermo-20y-qc,edgeIntensities,254742.328125
thermo-20y-qc,edgeIntensities,255398.734375
thermo-20y-qc,edgeIntensities,255646.671875
thermo-20y-qc,edgeIntensities,255853.390625
thermo-20y-qc,edgeIntensities,256215.46875
thermo-20y-qc,edgeIntensities,257764.609375
thermo-20y-qc,edgeIntensities,258342.390625
thermo-20y-qc,edgeIntensities,259629.859375
thermo-20y-qc,edgeIntensities,260138.28125
thermo-20y-qc,edgeIntensities,260364.46875
thermo-20y-qc,edgeIntensities,260495.3125
thermo-20y-qc,edgeIntensities,260566.28125
thermo-20y-qc,edgeIntensities,260880.140625
thermo-20y-qc,edgeIntensities,261149.171875
thermo-20y-qc,edgeIntensities,261725.921875
thermo-20y-qc,edgeIntensities,261742.125
thermo-20y-qc,edgeIntensities,262859.875
thermo-20y-qc,edgeIntensities,263350.5
thermo-20y-qc,edgeIntensities,263485.75
thermo-20y-qc,edgeIntensities,263582.5
thermo-20y-qc,edgeIntensities,263586.40625
thermo-20y-qc,edgeIntensities,265223.53125
thermo-20y-qc,edgeIntensities,266118.03125
thermo-20y-qc,edgeIntensities,267126.5625
thermo-20y-qc,edgeIntensities,267341.53125
thermo-20y-qc,edgeIntensities,270374.0625
thermo-20y-qc,edgeIntensities,270694.4375
thermo-20y-qc,edgeIntensities,271319.6875
thermo-20y-qc,edgeIntensities,271383.6875
thermo-20y-qc,edgeIntensities,271592.4375
thermo-20y-qc,edgeIntensities,272160.625
thermo-20y-qc,edgeIntensities,273040.9375
thermo-20y-qc,edgeIntensities,273451.875
thermo-20y-qc,edgeIntensities,276973.90625
thermo-20y-qc,edgeIntensities,277454.84375
thermo-20y-qc,edgeIntensities,278208.375
thermo-20y-qc,edgeIntensities,278917.15625
thermo-20y-qc,edgeIntensities,278917.15625
thermo-20y-qc,edgeIntensities,281879.4375
thermo-20y-qc,edgeIntensities,282062.8125
thermo-20y-qc,edgeIntensities,282422.78125
thermo-20y-qc,edgeIntensities,283763.625
thermo-20y-qc,edgeIntensities,283908.03125
thermo-20y-qc,edgeIntensities,284140.875
thermo-20y-qc,edgeIntensities,286955.78125
thermo-20y-qc,edgeIntensities,288075.9375
thermo-20y-qc,edgeIntensities,290421.5
thermo-20y-qc,edgeIntensities,290701.15625
thermo-20y-qc,edgeIntensities,291088.5625
thermo-20y-qc,edgeIntensities,291916.03125
thermo-20y-qc,edgeIntensities,292123.40625
thermo-20y-qc,edgeIntensities,292279.96875
thermo-20y-qc,edgeIntensities,293807.25
thermo-20y-qc,edgeIntensities,294375.21875
thermo-20y-qc,edgeIntensities,294796.3125
thermo-20y-qc,edgeIntensities,297774.1875
thermo-20y-qc,edgeIntensities,298250.3125
thermo-20y-qc,edgeIntensities,298411.9375
thermo-20y-qc,edgeIntensities,298626.09375
thermo-20y-qc,edgeIntensities,300310.125
thermo-20y-qc,edgeIntensities,301437.65625
thermo-20y-qc,edgeIntensities,302392.96875
thermo-20y-qc,edgeIntensities,303699.875
thermo-20y-qc,edgeIntensities,304119.75
thermo-20y-qc,edgeIntensities,306232.09375
thermo-20y-qc,edgeIntensities,306369.28125
thermo-20y-qc,edgeIntensities,308037.46875
thermo-20y-qc,edgeIntensities,309116.59375
thermo-20y-qc,edgeIntensities,309701.53125
thermo-20y-qc,edgeIntensities,309765.15625
thermo-20y-qc,edgeIntensities,310501.40625
thermo-20y-qc,edgeIntensities,310841.96875
thermo-20y-qc,edgeIntensities,311576.3125
thermo-20y-qc,edgeIntensities,313474.78125
thermo-20y-qc,edgeIntensities,314457.09375
thermo-20y-qc,edgeIntensities,315088.3125
thermo-20y-qc,edgeIntensities,315607.1875
thermo-20y-qc,edgeIntensities,317253.75
thermo-20y-qc,edgeIntensities,317733.40625
thermo-20y-qc,edgeIntensities,318748.40625
thermo-20y-qc,edgeIntensities,319554.3125
thermo-20y-qc,edgeIntensities,323283.28125
thermo-20y-qc,edgeIntensities,324244.875
thermo-20y-qc,edgeIntensities,326277.09375
thermo-20y-qc,edgeIntensities,326735.71875
thermo-20y-qc,edgeIntensities,326874.6875
thermo-20y-qc,edgeIntensities,328359.75
thermo-20y-qc,edgeIntensities,328435.3125
thermo-20y-qc,edgeIntensities,329732.6875
thermo-20y-qc,edgeIntensities,334479.125
thermo-20y-qc,edgeIntensities,334671.21875
thermo-20y-qc,edgeIntensities,334960.59375
thermo-20y-qc,edgeIntensities,335893.125
thermo-20y-qc,edgeIntensities,337250.5
thermo-20y-qc,edgeIntensities,338528.6875
thermo-20y-qc,edgeIntensities,338732.6875
thermo-20y-qc,edgeIntensities,339968.40625
thermo-20y-qc,edgeIntensities,340703.53125
thermo-20y-qc,edgeIntensities,341531.8125
thermo-20y-qc,edgeIntensities,342711.5625
thermo-20y-qc,edgeIntensities,342925.5
thermo-20y-qc,edgeIntensities,343743.09375
thermo-20y-qc,edgeIntensities,345704.03125
thermo-20y-qc,edgeIntensities,345772.6875
thermo-20y-qc,edgeIntensities,347268.3125
thermo-20y-qc,edgeIntensities,348229.03125
thermo-20y-qc,edgeIntensities,348654.875
thermo-20y-qc,edgeIntensities,349414.28125
thermo-20y-qc,edgeIntensities,349424.5625
thermo-20y-qc,edgeIntensities,352588.625
thermo-20y-qc,edgeIntensities,352973.0625
thermo-20y-qc,edgeIntensities,355554.0
thermo-20y-qc,edgeIntensities,355857.09375
thermo-20y-qc,edgeIntensities,356516.125
thermo-20y-qc,edgeIntensities,356893.9375
thermo-20y-qc,edgeIntensities,357046.15625
thermo-20y-qc,edgeIntensities,358304.0
thermo-20y-qc,edgeIntensities,359168.8125
thermo-20y-qc,edgeIntensities,359358.0625
thermo-20y-qc,edgeIntensities,360673.6875
thermo-20y-qc,edgeIntensities,361383.53125
thermo-20y-qc,edgeIntensities,363812.53125
thermo-20y-qc,edgeIntensities,364255.4375
thermo-20y-qc,edgeIntensities,365202.8125
thermo-20y-qc,edgeIntensities,365912.21875
thermo-20y-qc,edgeIntensities,366719.21875
thermo-20y-qc,edgeIntensities,367628.9375
thermo-20y-qc,edgeIntensities,368381.21875
thermo-20y-qc,edgeIntensities,368828.03125
thermo-20y-qc,edgeIntensities,369853.25
thermo-20y-qc,edgeIntensities,373307.1875
thermo-20y-qc,edgeIntensities,373732.1875
thermo-20y-qc,edgeIntensities,374937.125
thermo-20y-qc,edgeIntensities,375697.4375
thermo-20y-qc,edgeIntensities,376803.96875
thermo-20y-qc,edgeIntensities,377216.40625
thermo-20y-qc,edgeIntensities,377584.53125
thermo-20y-qc,edgeIntensities,379989.09375
thermo-20y-qc,edgeIntensities,380490.59375
thermo-20y-qc,edgeIntensities,381197.625
thermo-20y-qc,edgeIntensities,381429.75
thermo-20y-qc,edgeIntensities,381762.4375
thermo-20y-qc,edgeIntensities,384441.59375
thermo-20y-qc,edgeIntensities,385353.6875
thermo-20y-qc,edgeIntensities,385522.8125
thermo-20y-qc,edgeIntensities,385736.09375
thermo-20y-qc,edgeIntensities,386189.59375
thermo-20y-qc,edgeIntensities,386254.5
thermo-20y-qc,edgeIntensities,386965.625
thermo-20y-qc,edgeIntensities,387219.46875
thermo-20y-qc,edgeIntensities,389907.28125
thermo-20y-qc,edgeIntensities,390107.53125
thermo-20y-qc,edgeIntensities,391621.71875
thermo-20y-qc,edgeIntensities,392058.15625
thermo-20y-qc,edgeIntensities,396540.59375
thermo-20y-qc,edgeIntensities,398745.34375
thermo-20y-qc,edgeIntensities,401251.03125
thermo-20y-qc,edgeIntensities,404134.75
thermo-20y-qc,edgeIntensities,405019.25
thermo-20y-qc,edgeIntensities,406370.4375
thermo-20y-qc,edgeIntensities,407496.84375
thermo-20y-qc,edgeIntensities,407662.09375
thermo-20y-qc,edgeIntensities,407979.03125
thermo-20y-qc,edgeIntensities,408101.1875
thermo-20y-qc,edgeIntensities,409741.28125
thermo-20y-qc,edgeIntensities,411190.125
thermo-20y-qc,edgeIntensities,411659.3125
thermo-20y-qc,edgeIntensities,412995.71875
thermo-20y-qc,edgeIntensities,413584.46875
thermo-20y-qc,edgeIntensities,414128.25
thermo-20y-qc,edgeIntensities,417962.6875
thermo-20y-qc,edgeIntensities,421613.4375
thermo-20y-qc,edgeIntensities,424159.21875
thermo-20y-qc,edgeIntensities,429281.96875
thermo-20y-qc,edgeIntensities,432378.6875
thermo-20y-qc,edgeIntensities,433254.125
thermo-20y-qc,edgeIntensities,436840.9375
thermo-20y-qc,edgeIntensities,440785.84375
thermo-20y-qc,edgeIntensities,441556.53125
thermo-20y-qc,edgeIntensities,444680.1875
thermo-20y-qc,edgeIntensities,446087.0
thermo-20y-qc,edgeIntensities,446840.4375
thermo-20y-qc,edgeIntensities,447444.84375
thermo-20y-qc,edgeIntensities,452202.15625
thermo-20y-qc,edgeIntensities,463699.53125
thermo-20y-qc,edgeIntensities,463946.28125
thermo-20y-qc,edgeIntensities,464601.71875
thermo-20y-qc,edgeIntensities,466315.0625
thermo-20y-qc,edgeIntensities,469750.46875
thermo-20y-qc,edgeIntensities,470151.5625
thermo-20y-qc,edgeIntensities,470350.84375
thermo-20y-qc,edgeIntensities,474842.875
thermo-20y-qc,edgeIntensities,477477.65625
thermo-20y-qc,edgeIntensities,483028.03125
thermo-20y-qc,edgeIntensities,485076.4375
thermo-20y-qc,edgeIntensities,486620.96875
thermo-20y-qc,edgeIntensities,489774.65625
thermo-20y-qc,edgeIntensities,490059.71875
thermo-20y-qc,edgeIntensities,499222.59375
thermo-20y-qc,edgeIntensities,501168.34375
thermo-20y-qc,edgeIntensities,501258.4375
thermo-20y-qc,edgeIntensities,501676.34375
thermo-20y-qc,edgeIntensities,503643.0625
thermo-20y-qc,edgeIntensities,505821.8125
thermo-20y-qc,edgeIntensities,506818.375
thermo-20y-qc,edgeIntensities,509399.125
thermo-20y-qc,edgeIntensities,513197.34375
thermo-20y-qc,edgeIntensities,515684.96875
thermo-20y-qc,edgeIntensities,516510.5
thermo-20y-qc,edgeIntensities,520027.40625
thermo-20y-qc,edgeIntensities,535670.8125
thermo-20y-qc,edgeIntensities,535868.75
thermo-20y-qc,edgeIntensities,538006.4375
thermo-20y-qc,edgeIntensities,545733.625
thermo-20y-qc,edgeIntensities,545900.0625
thermo-20y-qc,edgeIntensities,546798.3125
thermo-20y-qc,edgeIntensities,557720.625
thermo-20y-qc,edgeIntensities,557970.5
thermo-20y-qc,edgeIntensities,568134.0
thermo-20y-qc,edgeIntensities,574013.875
thermo-20y-qc,edgeIntensities,574099.0
thermo-20y-qc,edgeIntensities,577481.75
thermo-20y-qc,edgeIntensities,581634.6875
thermo-20y-qc,edgeIntensities,584531.125
thermo-20y-qc,edgeIntensities,587457.6875
thermo-20y-qc,edgeIntensities,589832.875
thermo-20y-qc,edgeIntensities,594367.125
thermo-20y-qc,edgeIntensities,605068.75
thermo-20y-qc,edgeIntensities,605345.625
thermo-20y-qc,edgeIntensities,616653.125
thermo-20y-qc,edgeIntensities,620859.5
thermo-20y-qc,edgeIntensities,621665.4375
thermo-20y-qc,edgeIntensities,622400.8125
thermo-20y-qc,edgeIntensities,629167.5
thermo-20y-qc,edgeIntensities,634734.375
thermo-20y-qc,edgeIntensities,637854.75
thermo-20y-qc,edgeIntensities,642413.375
thermo-20y-qc,edgeIntensities,647970.375
thermo-20y-qc,edgeIntensities,652944.9375
thermo-20y-qc,edgeIntensities,655194.1875
thermo-20y-qc,edgeIntensities,665234.625
thermo-20y-qc,edgeIntensities,665440.5
thermo-20y-qc,edgeIntensities,666765.8125
thermo-20y-qc,edgeIntensities,668230.125
thermo-20y-qc,edgeIntensities,669670.5
thermo-20y-qc,edgeIntensities,671619.0625
thermo-20y-qc,edgeIntensities,680305.5
thermo-20y-qc,edgeIntensities,680960.9375
thermo-20y-qc,edgeIntensities,683625.875
thermo-20y-qc,edgeIntensities,696601.75
thermo-20y-qc,edgeIntensities,707286.9375
thermo-20y-qc,edgeIntensities,717893.3125
thermo-20y-qc,edgeIntensities,718483.4375
thermo-20y-qc,edgeIntensities,721197.5625
thermo-20y-qc,edgeIntensities,723704.5
thermo-20y-qc,edgeIntensities,728721.375
thermo-20y-qc,edgeIntensities,729158.625
thermo-20y-qc,edgeIntensities,733768.625
thermo-20y-qc,edgeIntensities,733858.1875
thermo-20y-qc,edgeIntensities,737512.3125
thermo-20y-qc,edgeIntensities,742309.5625
thermo-20y-qc,edgeIntensities,745315.875
thermo-20y-qc,edgeIntensities,748327.0625
thermo-20y-qc,edgeIntensities,758937.125
thermo-20y-qc,edgeIntensities,762781.0625
thermo-20y-qc,edgeIntensities,763591.5
thermo-20y-qc,edgeIntensities,764394.75
thermo-20y-qc,edgeIntensities,767163.125
thermo-20y-qc,edgeIntensities,774562.3125
thermo-20y-qc,edgeIntensities,778555.8125
thermo-20y-qc,edgeIntensities,780762.5625
thermo-20y-qc,edgeIntensities,783210.8125
thermo-20y-qc,edgeIntensities,788573.5625
thermo-20y-qc,edgeIntensities,797299.625
thermo-20y-qc,edgeIntensities,797803.875
thermo-20y-qc,edgeIntensities,804785.0
thermo-20y-qc,edgeIntensities,811408.3125
thermo-20y-qc,edgeIntensities,816204.875
thermo-20y-qc,edgeIntensities,819932.0625
thermo-20y-qc,edgeIntensities,820733.0625
thermo-20y-qc,edgeIntensities,833545.3125
thermo-20y-qc,edgeIntensities,853647.5
thermo-20y-qc,edgeIntensities,880816.75
thermo-20y-qc,edgeIntensities,883879.0625
thermo-20y-qc,edgeIntensities,885765.0625
thermo-20y-qc,edgeIntensities,892545.25
thermo-20y-qc,edgeIntensities,898969.1875
thermo-20y-qc,edgeIntensities,902282.9375
thermo-20y-qc,edgeIntensities,902619.3125
thermo-20y-qc,edgeIntensities,922787.875
thermo-20y-qc,edgeIntensities,929287.25
thermo-20y-qc,edgeIntensities,941626.5
thermo-20y-qc,edgeIntensities,960602.625
thermo-20y-qc,edgeIntensities,961103.8125
thermo-20y-qc,edgeIntensities,961945.4375
thermo-20y-qc,edgeIntensities,962998.5625
thermo-20y-qc,edgeIntensities,973849.9375
thermo-20y-qc,edgeIntensities,976896.25
thermo-20y-qc,edgeIntensities,978737.1875
thermo-20y-qc,edgeIntensities,979020.5
thermo-20y-qc,edgeIntensities,995569.9375
thermo-20y-qc,edgeIntensities,995748.25
thermo-20y-qc,edgeIntensities,1019538.875
thermo-20y-qc,edgeIntensities,1020490.0
thermo-20y-qc,edgeIntensities,1036092.25
thermo-20y-qc,edgeIntensities,1042359.6875
thermo-20y-qc,edgeIntensities,1050423.0
thermo-20y-qc,edgeIntensities,1065109.125
thermo-20y-qc,edgeIntensities,1079993.875
thermo-20y-qc,edgeIntensities,1099566.0
thermo-20y-qc,edgeIntensities,1099985.75
thermo-20y-qc,edgeIntensities,1132873.875
thermo-20y-qc,edgeIntensities,1148340.5
thermo-20y-qc,edgeIntensities,1156839.875
thermo-20y-qc,edgeIntensities,1167674.625
thermo-20y-qc,edgeIntensities,1187385.625
thermo-20y-qc,edgeIntensities,1196628.375
thermo-20y-qc,edgeIntensities,1253288.125
thermo-20y-qc,edgeIntensities,1257784.375
thermo-20y-qc,edgeIntensities,1270033.75
thermo-20y-qc,edgeIntensities,1299387.875
thermo-20y-qc,edgeIntensities,1300792.625
thermo-20y-qc,edgeIntensities,1302956.5
thermo-20y-qc,edgeIntensities,1311799.75
thermo-20y-qc,edgeIntensities,1313437.75
thermo-20y-qc,edgeIntensities,1339136.625
thermo-20y-qc,edgeIntensities,1344962.5
thermo-20y-qc,edgeIntensities,1350200.25
thermo-20y-qc,edgeIntensities,1376172.375
thermo-20y-qc,edgeIntensities,1382054.875
thermo-20y-qc,edgeIntensities,1461578.625
thermo-20y-qc,edgeIntensities,1464236.375
thermo-20y-qc,edgeIntensities,1491291.875
thermo-20y-qc,edgeIntensities,1493457.75
thermo-20y-qc,edgeIntensities,1503051.25
thermo-20y-qc,edgeIntensities,1508174.875
thermo-20y-qc,edgeIntensities,1516831.875
thermo-20y-qc,edgeIntensities,1518788.125
thermo-20y-qc,edgeIntensities,1542191.625
thermo-20y-qc,edgeIntensities,1546739.5
thermo-20y-qc,edgeIntensities,1546902.125
thermo-20y-qc,edgeIntensities,1550242.875
thermo-20y-qc,edgeIntensities,1550943.375
thermo-20y-qc,edgeIntensities,1552079.125
thermo-20y-qc,edgeIntensities,1555188.875
thermo-20y-qc,edgeIntensities,1556105.375
thermo-20y-qc,edgeIntensities,1560871.625
thermo-20y-qc,edgeIntensities,1565052.75
thermo-20y-qc,edgeIntensities,1582889.875
thermo-20y-qc,edgeIntensities,1588904.125
thermo-20y-qc,edgeIntensities,1626515.625
thermo-20y-qc,edgeIntensities,1627654.875
thermo-20y-qc,edgeIntensities,1629580.0
thermo-20y-qc,edgeIntensities,1630004.0
thermo-20y-qc,edgeIntensities,1641292.75
thermo-20y-qc,edgeIntensities,1685131.625
thermo-20y-qc,edgeIntensities,1706341.75
thermo-20y-qc,edgeIntensities,1720304.75
thermo-20y-qc,edgeIntensities,1725625.375
thermo-20y-qc,edgeIntensities,1725703.875
thermo-20y-qc,edgeIntensities,1736554.75
thermo-20y-qc,edgeIntensities,1745984.0
thermo-20y-qc,edgeIntensities,1748770.75
thermo-20y-qc,edgeIntensities,1758930.375
thermo-20y-qc,edgeIntensities,1801950.25
thermo-20y-qc,edgeIntensities,1802899.5
thermo-20y-qc,edgeIntensities,1820369.25
thermo-20y-qc,edgeIntensities,1823822.5
thermo-20y-qc,edgeIntensities,1824270.0
thermo-20y-qc,edgeIntensities,1837795.75
thermo-20y-qc,edgeIntensities,1838038.5
thermo-20y-qc,edgeIntensities,1841924.625
thermo-20y-qc,edgeIntensities,1854868.875
thermo-20y-qc,edgeIntensities,1858404.0
thermo-20y-qc,edgeIntensities,1882585.5
thermo-20y-qc,edgeIntensities,1883704.625
thermo-20y-qc,edgeIntensities,1899426.25
thermo-20y-qc,edgeIntensities,1946570.625
thermo-20y-qc,edgeIntensities,1954990.25
thermo-20y-qc,edgeIntensities,2019278.875
thermo-20y-qc,edgeIntensities,2021414.875
thermo-20y-qc,edgeIntensities,2040446.0
thermo-20y-qc,edgeIntensities,2056534.0
thermo-20y-qc,edgeIntensities,2094096.75
thermo-20y-qc,edgeIntensities,2114420.5
thermo-20y-qc,edgeIntensities,2121230.75
thermo-20y-qc,edgeIntensities,2137396.0
thermo-20y-qc,edgeIntensities,2141507.25
thermo-20y-qc,edgeIntensities,2152552.5
thermo-20y-qc,edgeIntensities,2169434.75
thermo-20y-qc,edgeIntensities,2197265.75
thermo-20y-qc,edgeIntensities,2203408.75
thermo-20y-qc,edgeIntensities,2211422.0
thermo-20y-qc,edgeIntensities,2217563.0
thermo-20y-qc,edgeIntensities,2284322.5
thermo-20y-qc,edgeIntensities,2284351.75
thermo-20y-qc,edgeIntensities,2288833.25
thermo-20y-qc,edgeIntensities,2328072.5
thermo-20y-qc,edgeIntensities,2417799.75
thermo-20y-qc,edgeIntensities,2458099.75
thermo-20y-qc,edgeIntensities,2562125.75
thermo-20y-qc,edgeIntensities,2590040.25
thermo-20y-qc,edgeIntensities,2591650.0
thermo-20y-qc,edgeIntensities,2659551.5
thermo-20y-qc,edgeIntensities,2711259.0
thermo-20y-qc,edgeIntensities,2712900.75
thermo-20y-qc,edgeIntensities,2824829.5
thermo-20y-qc,edgeIntensities,2897143.5
thermo-20y-qc,edgeIntensities,2916749.0
thermo-20y-qc,edgeIntensities,2970198.0
thermo-20y-qc,edgeIntensities,3132528.75
thermo-20y-qc,edgeIntensities,3605361.25
thermo-20y-qc,edgeIntensities,3952031.25
thermo-20y-qc,edgeIntensities,4080308.0
thermo-20y-qc,edgeIntensities,4383986.0
thermo-20y-qc,edgeIntensities,4414627.0
thermo-20y-qc,edgeIntensities,4463069.5
thermo-20y-qc,edgeIntensities,5023571.5
thermo-20y-qc,edgeIntensities,5378868.0
thermo-20y-qc,edgeIntensities,5419110.0
thermo-20y-qc,edgeIntensities,5853061.0
thermo-20y-qc,edgeIntensities,6184928.0
thermo-20y-qc,edgeIntensities,6286896.0
thermo-20y-qc,edgeIntensities,7713003.5
thermo-20y-qc,edgeIntensities,1.0648724E7
thermo-20y-qc,edgeIntensities,1.690865E7
thermo-20y-qc,isotopeFwhms,0.00859436858445406
thermo-20y-qc,isotopeFwhms,0.008686657063663006
thermo-20y-qc,isotopeFwhms,0.009204896166920662
thermo-20y-qc,isotopeFwhms,0.00929114781320095
thermo-20y-qc,isotopeFwhms,0.009603902697563171
thermo-20y-qc,isotopeFwhms,0.009639937430620193
thermo-20y-qc,isotopeFwhms,0.010420766659080982
thermo-20y-qc,isotopeFwhms,0.01073344424366951
thermo-20y-qc,isotopeFwhms,0.010826478712260723
thermo-20y-qc,isotopeFwhms,0.010945320129394531
thermo-20y-qc,isotopeFwhms,0.010983354412019253
thermo-20y-qc,isotopeFwhms,0.011288540437817574
thermo-20y-qc,isotopeFwhms,0.011362985707819462
thermo-20y-qc,isotopeFwhms,0.011364541947841644
thermo-20y-qc,isotopeFwhms,0.011373759247362614
thermo-20y-qc,isotopeFwhms,0.011741233058273792
thermo-20y-qc,isotopeFwhms,0.011796814389526844
thermo-20y-qc,isotopeFwhms,0.012071906588971615
thermo-20y-qc,isotopeFwhms,0.012291813269257545
thermo-20y-qc,isotopeFwhms,0.01244068332016468
thermo-20y-qc,isotopeFwhms,0.012532822787761688
thermo-20y-qc,isotopeFwhms,0.012532822787761688
thermo-20y-qc,isotopeFwhms,0.012645474635064602
thermo-20y-qc,isotopeFwhms,0.012806679122149944
thermo-20y-qc,isotopeFwhms,0.01291564293205738
thermo-20y-qc,isotopeFwhms,0.013296985998749733
thermo-20y-qc,isotopeFwhms,0.013466859236359596
thermo-20y-qc,isotopeFwhms,0.01355606410652399
thermo-20y-qc,isotopeFwhms,0.013638900592923164
thermo-20y-qc,isotopeFwhms,0.013737854547798634
thermo-20y-qc,isotopeFwhms,0.013993361964821815
thermo-20y-qc,isotopeFwhms,0.013993361964821815
thermo-20y-qc,isotopeFwhms,0.01401729416102171
thermo-20y-qc,isotopeFwhms,0.014102982357144356
thermo-20y-qc,isotopeFwhms,0.01415778324007988
thermo-20y-qc,isotopeFwhms,0.01423422247171402
thermo-20y-qc,isotopeFwhms,0.014268357306718826
thermo-20y-qc,isotopeFwhms,0.014302105642855167
thermo-20y-qc,isotopeFwhms,0.01476683747023344
thermo-20y-qc,isotopeFwhms,0.014932175166904926
thermo-20y-qc,isotopeFwhms,0.014981165528297424
thermo-20y-qc,isotopeFwhms,0.014993276447057724
thermo-20y-qc,isotopeFwhms,0.015282457694411278
thermo-20y-qc,isotopeFwhms,0.015696393325924873
thermo-20y-qc,isotopeFwhms,0.015937376767396927
thermo-20y-qc,isotopeFwhms,0.015950262546539307
thermo-20y-qc,isotopeFwhms,0.015962760895490646
thermo-20y-qc,isotopeFwhms,0.01605287753045559
thermo-20y-qc,isotopeFwhms,0.016082637012004852
thermo-20y-qc,isotopeFwhms,0.01617489941418171
thermo-20y-qc,isotopeFwhms,0.01635333150625229
thermo-20y-qc,isotopeFwhms,0.016472993418574333
thermo-20y-qc,isotopeFwhms,0.01648532785475254
thermo-20y-qc,isotopeFwhms,0.01651090942323208
thermo-20y-qc,isotopeFwhms,0.016527315601706505
thermo-20y-qc,isotopeFwhms,0.016540424898266792
thermo-20y-qc,isotopeFwhms,0.016745999455451965
thermo-20y-qc,isotopeFwhms,0.016780072823166847
thermo-20y-qc,isotopeFwhms,0.016783298924565315
thermo-20y-qc,isotopeFwhms,0.016820227727293968
thermo-20y-qc,isotopeFwhms,0.01685705967247486
thermo-20y-qc,isotopeFwhms,0.016980458050966263
thermo-20y-qc,isotopeFwhms,0.017005784437060356
thermo-20y-qc,isotopeFwhms,0.017013531178236008
thermo-20y-qc,isotopeFwhms,0.017073413357138634
thermo-20y-qc,isotopeFwhms,0.017209433019161224
thermo-20y-qc,isotopeFwhms,0.017224108800292015
thermo-20y-qc,isotopeFwhms,0.01726205088198185
thermo-20y-qc,isotopeFwhms,0.01726542040705681
thermo-20y-qc,isotopeFwhms,0.017274191603064537
thermo-20y-qc,isotopeFwhms,0.017309561371803284
thermo-20y-qc,isotopeFwhms,0.017386559396982193
thermo-20y-qc,isotopeFwhms,0.01740267314016819
thermo-20y-qc,isotopeFwhms,0.017465069890022278
thermo-20y-qc,isotopeFwhms,0.017473334446549416
thermo-20y-qc,isotopeFwhms,0.01747654192149639
thermo-20y-qc,isotopeFwhms,0.017491836100816727
thermo-20y-qc,isotopeFwhms,0.017541492357850075
thermo-20y-qc,isotopeFwhms,0.017566822469234467
thermo-20y-qc,isotopeFwhms,0.017591407522559166
thermo-20y-qc,isotopeFwhms,0.01764526590704918
thermo-20y-qc,isotopeFwhms,0.017650624737143517
thermo-20y-qc,isotopeFwhms,0.017700647935271263
thermo-20y-qc,isotopeFwhms,0.017757272347807884
thermo-20y-qc,isotopeFwhms,0.01776019297540188
thermo-20y-qc,isotopeFwhms,0.017786985263228416
thermo-20y-qc,isotopeFwhms,0.017789963632822037
thermo-20y-qc,isotopeFwhms,0.017817649990320206
thermo-20y-qc,isotopeFwhms,0.01781894452869892
thermo-20y-qc,isotopeFwhms,0.01782018505036831
thermo-20y-qc,isotopeFwhms,0.017826875671744347
thermo-20y-qc,isotopeFwhms,0.017889464274048805
thermo-20y-qc,isotopeFwhms,0.017901699990034103
thermo-20y-qc,isotopeFwhms,0.017942583188414574
thermo-20y-qc,isotopeFwhms,0.018048439174890518
thermo-20y-qc,isotopeFwhms,0.01804911531507969
thermo-20y-qc,isotopeFwhms,0.01810985431075096
thermo-20y-qc,isotopeFwhms,0.018145296722650528
thermo-20y-qc,isotopeFwhms,0.01815206930041313
thermo-20y-qc,isotopeFwhms,0.018166685476899147
thermo-20y-qc,isotopeFwhms,0.018204687163233757
thermo-20y-qc,isotopeFwhms,0.01821521297097206
thermo-20y-qc,isotopeFwhms,0.018247514963150024
thermo-20y-qc,isotopeFwhms,0.0182688869535923
thermo-20y-qc,isotopeFwhms,0.01829882711172104
thermo-20y-qc,isotopeFwhms,0.018301617354154587
thermo-20y-qc,isotopeFwhms,0.018316319212317467
thermo-20y-qc,isotopeFwhms,0.01831822283565998
thermo-20y-qc,isotopeFwhms,0.018340814858675003
thermo-20y-qc,isotopeFwhms,0.01837383210659027
thermo-20y-qc,isotopeFwhms,0.01838351972401142
thermo-20y-qc,isotopeFwhms,0.01845856010913849
thermo-20y-qc,isotopeFwhms,0.018482165411114693
thermo-20y-qc,isotopeFwhms,0.01849929243326187
thermo-20y-qc,isotopeFwhms,0.01850268244743347
thermo-20y-qc,isotopeFwhms,0.018511733040213585
thermo-20y-qc,isotopeFwhms,0.018530966714024544
thermo-20y-qc,isotopeFwhms,0.01855471357703209
thermo-20y-qc,isotopeFwhms,0.018564537167549133
thermo-20y-qc,isotopeFwhms,0.018630163744091988
thermo-20y-qc,isotopeFwhms,0.018645014613866806
